dataset,seed,window_id,start,end,center,true_label,label_purity,inferred_state,aligned_state_label,match
OccupancySensors,0,73,10950,11250,11100.0,0,0.75,0,0,1
OccupancySensors,0,74,11100,11400,11250.0,0,1.0,0,0,1
OccupancySensors,0,75,11250,11550,11400.0,0,1.0,0,0,1
OccupancySensors,0,76,11400,11700,11550.0,0,1.0,0,0,1
OccupancySensors,0,77,11550,11850,11700.0,0,1.0,0,0,1
OccupancySensors,0,78,11700,12000,11850.0,0,0.5866666666666667,0,0,1
OccupancySensors,0,79,11850,12150,12000.0,0,0.54,0,0,1
OccupancySensors,0,80,12000,12300,12150.0,0,0.9166666666666666,0,0,1
OccupancySensors,0,81,12150,12450,12300.0,0,0.6466666666666666,0,0,1
OccupancySensors,0,82,12300,12600,12450.0,0,0.6833333333333333,0,0,1
OccupancySensors,0,83,12450,12750,12600.0,0,1.0,0,0,1
OccupancySensors,0,84,12600,12900,12750.0,0,1.0,0,0,1
OccupancySensors,0,85,12750,13050,12900.0,0,1.0,0,0,1
OccupancySensors,0,86,12900,13200,13050.0,0,1.0,0,0,1
OccupancySensors,0,87,13050,13350,13200.0,0,0.9633333333333334,0,0,1
OccupancySensors,0,88,13200,13500,13350.0,1,0.5166666666666667,0,0,0
OccupancySensors,0,89,13350,13650,13500.0,1,0.83,0,0,0
OccupancySensors,0,90,13500,13800,13650.0,1,0.85,0,0,0
OccupancySensors,0,91,13650,13950,13800.0,1,0.78,0,0,0
OccupancySensors,0,92,13800,14100,13950.0,0,0.72,0,0,1
OccupancySensors,0,93,13950,14250,14100.0,0,1.0,0,0,1
OccupancySensors,0,94,14092,14392,14242.0,0,1.0,0,0,1
OccupancySensors,1,0,0,300,150.0,1,0.6766666666666666,0,0,0
OccupancySensors,1,1,150,450,300.0,0,0.8233333333333334,0,0,1
OccupancySensors,1,2,300,600,450.0,0,1.0,0,0,1
OccupancySensors,1,3,450,750,600.0,0,1.0,0,0,1
OccupancySensors,1,4,600,900,750.0,0,1.0,0,0,1
OccupancySensors,1,5,750,1050,900.0,0,0.97,0,0,1
OccupancySensors,1,6,900,1200,1050.0,1,0.5233333333333333,0,0,0
OccupancySensors,1,7,1050,1350,1200.0,1,0.98,0,0,0
OccupancySensors,1,8,1200,1500,1350.0,1,0.8933333333333333,0,0,0
OccupancySensors,1,9,1350,1650,1500.0,1,0.9066666666666666,0,0,0
OccupancySensors,1,10,1500,1800,1650.0,1,0.58,0,0,0
OccupancySensors,1,11,1650,1950,1800.0,0,0.92,0,0,1
OccupancySensors,1,12,1800,2100,1950.0,0,1.0,0,0,1
OccupancySensors,1,13,1950,2250,2100.0,0,1.0,0,0,1
OccupancySensors,1,14,2100,2400,2250.0,0,1.0,0,0,1
OccupancySensors,1,15,2250,2550,2400.0,0,0.8033333333333333,0,0,1
OccupancySensors,1,16,2400,2700,2550.0,1,0.62,0,0,0
OccupancySensors,1,17,2550,2850,2700.0,0,0.5766666666666667,0,0,1
OccupancySensors,1,18,2700,3000,2850.0,0,1.0,0,0,1
OccupancySensors,1,19,2850,3150,3000.0,0,1.0,0,0,1
OccupancySensors,1,20,3000,3300,3150.0,0,1.0,0,0,1
OccupancySensors,1,21,3150,3450,3300.0,0,1.0,0,0,1
OccupancySensors,1,22,3300,3600,3450.0,0,0.6533333333333333,0,0,1
OccupancySensors,1,23,3450,3750,3600.0,1,0.8333333333333334,0,0,0
OccupancySensors,1,24,3600,3900,3750.0,1,0.72,0,0,0
OccupancySensors,1,25,3750,4050,3900.0,1,0.7333333333333333,0,0,0
OccupancySensors,1,26,3900,4200,4050.0,1,0.73,0,0,0
OccupancySensors,1,27,4050,4350,4200.0,0,0.77,0,0,1
OccupancySensors,1,28,4200,4500,4350.0,0,1.0,0,0,1
OccupancySensors,1,29,4350,4650,4500.0,0,1.0,0,0,1
OccupancySensors,1,30,4500,4800,4650.0,0,1.0,0,0,1
OccupancySensors,1,31,4650,4950,4800.0,0,0.9733333333333334,0,0,1
OccupancySensors,1,32,4800,5100,4950.0,1,0.5266666666666666,0,0,0
OccupancySensors,1,33,4950,5250,5100.0,1,0.98,0,0,0
OccupancySensors,1,34,5100,5400,5250.0,1,0.89,0,0,0
OccupancySensors,1,35,5250,5550,5400.0,1,0.91,0,0,0
OccupancySensors,1,36,5400,5700,5550.0,1,0.5366666666666666,0,0,0
OccupancySensors,1,37,5550,5850,5700.0,0,0.9633333333333334,0,0,1
OccupancySensors,1,38,5700,6000,5850.0,0,1.0,0,0,1
OccupancySensors,1,39,5850,6150,6000.0,0,1.0,0,0,1
OccupancySensors,1,40,6000,6300,6150.0,0,1.0,0,0,1
OccupancySensors,1,41,6150,6450,6300.0,0,1.0,0,0,1
OccupancySensors,1,42,6300,6600,6450.0,0,1.0,0,0,1
OccupancySensors,1,43,6450,6750,6600.0,0,1.0,0,0,1
OccupancySensors,1,44,6600,6900,6750.0,0,1.0,0,0,1
OccupancySensors,1,45,6750,7050,6900.0,0,1.0,0,0,1
OccupancySensors,1,46,6900,7200,7050.0,0,1.0,0,0,1
OccupancySensors,1,47,7050,7350,7200.0,0,1.0,0,0,1
OccupancySensors,1,48,7200,7500,7350.0,0,1.0,0,0,1
OccupancySensors,1,49,7350,7650,7500.0,0,1.0,0,0,1
OccupancySensors,1,50,7500,7800,7650.0,0,1.0,0,0,1
OccupancySensors,1,51,7650,7950,7800.0,0,1.0,0,0,1
OccupancySensors,1,52,7800,8100,7950.0,0,1.0,0,0,1
OccupancySensors,1,53,7950,8250,8100.0,0,1.0,0,0,1
OccupancySensors,1,54,8100,8400,8250.0,0,1.0,0,0,1
OccupancySensors,1,55,8250,8550,8400.0,0,1.0,0,0,1
OccupancySensors,1,56,8400,8700,8550.0,0,1.0,0,0,1
OccupancySensors,1,57,8550,8850,8700.0,0,1.0,0,0,1
OccupancySensors,1,58,8700,9000,8850.0,0,1.0,0,0,1
OccupancySensors,1,59,8850,9150,9000.0,0,1.0,0,0,1
OccupancySensors,1,60,9000,9300,9150.0,0,1.0,0,0,1
OccupancySensors,1,61,9150,9450,9300.0,0,0.5733333333333334,0,0,1
OccupancySensors,1,62,9300,9600,9450.0,1,0.88,0,0,0
OccupancySensors,1,63,9450,9750,9600.0,1,0.9233333333333333,0,0,0
OccupancySensors,1,64,9600,9900,9750.0,1,0.9,0,0,0
OccupancySensors,1,65,9750,10050,9900.0,0,0.57,0,0,1
OccupancySensors,1,66,9900,10200,10050.0,0,1.0,0,0,1
OccupancySensors,1,67,10050,10350,10200.0,0,1.0,0,0,1
OccupancySensors,1,68,10200,10500,10350.0,0,1.0,0,0,1
OccupancySensors,1,69,10350,10650,10500.0,0,1.0,0,0,1
OccupancySensors,1,70,10500,10800,10650.0,0,0.8466666666666667,0,0,1
OccupancySensors,1,71,10650,10950,10800.0,1,0.6433333333333333,0,0,0
OccupancySensors,1,72,10800,11100,10950.0,1,0.74,0,0,0
OccupancySensors,1,73,10950,11250,11100.0,0,0.75,0,0,1
OccupancySensors,1,74,11100,11400,11250.0,0,1.0,0,0,1
OccupancySensors,1,75,11250,11550,11400.0,0,1.0,0,0,1
OccupancySensors,1,76,11400,11700,11550.0,0,1.0,0,0,1
OccupancySensors,1,77,11550,11850,11700.0,0,1.0,0,0,1
OccupancySensors,1,78,11700,12000,11850.0,0,0.5866666666666667,0,0,1
OccupancySensors,1,79,11850,12150,12000.0,0,0.54,0,0,1
OccupancySensors,1,80,12000,12300,12150.0,0,0.9166666666666666,0,0,1
OccupancySensors,1,81,12150,12450,12300.0,0,0.6466666666666666,0,0,1
OccupancySensors,1,82,12300,12600,12450.0,0,0.6833333333333333,0,0,1
OccupancySensors,1,83,12450,12750,12600.0,0,1.0,0,0,1
OccupancySensors,1,84,12600,12900,12750.0,0,1.0,0,0,1
OccupancySensors,1,85,12750,13050,12900.0,0,1.0,0,0,1
OccupancySensors,1,86,12900,13200,13050.0,0,1.0,0,0,1
OccupancySensors,1,87,13050,13350,13200.0,0,0.9633333333333334,0,0,1
OccupancySensors,1,88,13200,13500,13350.0,1,0.5166666666666667,0,0,0
OccupancySensors,1,89,13350,13650,13500.0,1,0.83,0,0,0
OccupancySensors,1,90,13500,13800,13650.0,1,0.85,0,0,0
OccupancySensors,1,91,13650,13950,13800.0,1,0.78,0,0,0
OccupancySensors,1,92,13800,14100,13950.0,0,0.72,0,0,1
OccupancySensors,1,93,13950,14250,14100.0,0,1.0,0,0,1
OccupancySensors,1,94,14092,14392,14242.0,0,1.0,0,0,1
OccupancySensors,2,0,0,300,150.0,1,0.6766666666666666,0,0,0
OccupancySensors,2,1,150,450,300.0,0,0.8233333333333334,0,0,1
OccupancySensors,2,2,300,600,450.0,0,1.0,0,0,1
OccupancySensors,2,3,450,750,600.0,0,1.0,0,0,1
OccupancySensors,2,4,600,900,750.0,0,1.0,0,0,1
OccupancySensors,2,5,750,1050,900.0,0,0.97,0,0,1
OccupancySensors,2,6,900,1200,1050.0,1,0.5233333333333333,0,0,0
OccupancySensors,2,7,1050,1350,1200.0,1,0.98,0,0,0
OccupancySensors,2,8,1200,1500,1350.0,1,0.8933333333333333,0,0,0
OccupancySensors,2,9,1350,1650,1500.0,1,0.9066666666666666,0,0,0
OccupancySensors,2,10,1500,1800,1650.0,1,0.58,0,0,0
OccupancySensors,2,11,1650,1950,1800.0,0,0.92,0,0,1
OccupancySensors,2,12,1800,2100,1950.0,0,1.0,0,0,1
OccupancySensors,2,13,1950,2250,2100.0,0,1.0,0,0,1
OccupancySensors,2,14,2100,2400,2250.0,0,1.0,0,0,1
OccupancySensors,2,15,2250,2550,2400.0,0,0.8033333333333333,0,0,1
OccupancySensors,2,16,2400,2700,2550.0,1,0.62,0,0,0
OccupancySensors,2,17,2550,2850,2700.0,0,0.5766666666666667,0,0,1
OccupancySensors,2,18,2700,3000,2850.0,0,1.0,0,0,1
OccupancySensors,2,19,2850,3150,3000.0,0,1.0,0,0,1
OccupancySensors,2,20,3000,3300,3150.0,0,1.0,0,0,1
OccupancySensors,2,21,3150,3450,3300.0,0,1.0,0,0,1
OccupancySensors,2,22,3300,3600,3450.0,0,0.6533333333333333,0,0,1
OccupancySensors,2,23,3450,3750,3600.0,1,0.8333333333333334,0,0,0
OccupancySensors,2,24,3600,3900,3750.0,1,0.72,0,0,0
OccupancySensors,2,25,3750,4050,3900.0,1,0.7333333333333333,0,0,0
OccupancySensors,2,26,3900,4200,4050.0,1,0.73,0,0,0
OccupancySensors,2,27,4050,4350,4200.0,0,0.77,0,0,1
OccupancySensors,2,28,4200,4500,4350.0,0,1.0,0,0,1
OccupancySensors,2,29,4350,4650,4500.0,0,1.0,0,0,1
OccupancySensors,2,30,4500,4800,4650.0,0,1.0,0,0,1
OccupancySensors,2,31,4650,4950,4800.0,0,0.9733333333333334,0,0,1
OccupancySensors,2,32,4800,5100,4950.0,1,0.5266666666666666,0,0,0
OccupancySensors,2,33,4950,5250,5100.0,1,0.98,0,0,0
OccupancySensors,2,34,5100,5400,5250.0,1,0.89,0,0,0
OccupancySensors,2,35,5250,5550,5400.0,1,0.91,0,0,0
OccupancySensors,2,36,5400,5700,5550.0,1,0.5366666666666666,0,0,0
OccupancySensors,2,37,5550,5850,5700.0,0,0.9633333333333334,0,0,1
OccupancySensors,2,38,5700,6000,5850.0,0,1.0,0,0,1
OccupancySensors,2,39,5850,6150,6000.0,0,1.0,0,0,1
OccupancySensors,2,40,6000,6300,6150.0,0,1.0,0,0,1
OccupancySensors,2,41,6150,6450,6300.0,0,1.0,0,0,1
OccupancySensors,2,42,6300,6600,6450.0,0,1.0,0,0,1
OccupancySensors,2,43,6450,6750,6600.0,0,1.0,0,0,1
OccupancySensors,2,44,6600,6900,6750.0,0,1.0,0,0,1
OccupancySensors,2,45,6750,7050,6900.0,0,1.0,0,0,1
OccupancySensors,2,46,6900,7200,7050.0,0,1.0,0,0,1
OccupancySensors,2,47,7050,7350,7200.0,0,1.0,0,0,1
OccupancySensors,2,48,7200,7500,7350.0,0,1.0,0,0,1
OccupancySensors,2,49,7350,7650,7500.0,0,1.0,0,0,1
OccupancySensors,2,50,7500,7800,7650.0,0,1.0,0,0,1
OccupancySensors,2,51,7650,7950,7800.0,0,1.0,0,0,1
OccupancySensors,2,52,7800,8100,7950.0,0,1.0,0,0,1
OccupancySensors,2,53,7950,8250,8100.0,0,1.0,0,0,1
OccupancySensors,2,54,8100,8400,8250.0,0,1.0,0,0,1
OccupancySensors,2,55,8250,8550,8400.0,0,1.0,0,0,1
OccupancySensors,2,56,8400,8700,8550.0,0,1.0,0,0,1
OccupancySensors,2,57,8550,8850,8700.0,0,1.0,0,0,1
OccupancySensors,2,58,8700,9000,8850.0,0,1.0,0,0,1
OccupancySensors,2,59,8850,9150,9000.0,0,1.0,0,0,1
OccupancySensors,2,60,9000,9300,9150.0,0,1.0,0,0,1
OccupancySensors,2,61,9150,9450,9300.0,0,0.5733333333333334,0,0,1
OccupancySensors,2,62,9300,9600,9450.0,1,0.88,0,0,0
OccupancySensors,2,63,9450,9750,9600.0,1,0.9233333333333333,0,0,0
OccupancySensors,2,64,9600,9900,9750.0,1,0.9,0,0,0
OccupancySensors,2,65,9750,10050,9900.0,0,0.57,0,0,1
OccupancySensors,2,66,9900,10200,10050.0,0,1.0,0,0,1
OccupancySensors,2,67,10050,10350,10200.0,0,1.0,0,0,1
OccupancySensors,2,68,10200,10500,10350.0,0,1.0,0,0,1
OccupancySensors,2,69,10350,10650,10500.0,0,1.0,0,0,1
OccupancySensors,2,70,10500,10800,10650.0,0,0.8466666666666667,0,0,1
OccupancySensors,2,71,10650,10950,10800.0,1,0.6433333333333333,0,0,0
OccupancySensors,2,72,10800,11100,10950.0,1,0.74,0,0,0
OccupancySensors,2,73,10950,11250,11100.0,0,0.75,0,0,1
OccupancySensors,2,74,11100,11400,11250.0,0,1.0,0,0,1
OccupancySensors,2,75,11250,11550,11400.0,0,1.0,0,0,1
OccupancySensors,2,76,11400,11700,11550.0,0,1.0,0,0,1
OccupancySensors,2,77,11550,11850,11700.0,0,1.0,0,0,1
OccupancySensors,2,78,11700,12000,11850.0,0,0.5866666666666667,0,0,1
OccupancySensors,2,79,11850,12150,12000.0,0,0.54,0,0,1
OccupancySensors,2,80,12000,12300,12150.0,0,0.9166666666666666,0,0,1
OccupancySensors,2,81,12150,12450,12300.0,0,0.6466666666666666,0,0,1
OccupancySensors,2,82,12300,12600,12450.0,0,0.6833333333333333,0,0,1
OccupancySensors,2,83,12450,12750,12600.0,0,1.0,0,0,1
OccupancySensors,2,84,12600,12900,12750.0,0,1.0,0,0,1
OccupancySensors,2,85,12750,13050,12900.0,0,1.0,0,0,1
OccupancySensors,2,86,12900,13200,13050.0,0,1.0,0,0,1
OccupancySensors,2,87,13050,13350,13200.0,0,0.9633333333333334,0,0,1
OccupancySensors,2,88,13200,13500,13350.0,1,0.5166666666666667,0,0,0
OccupancySensors,2,89,13350,13650,13500.0,1,0.83,0,0,0
OccupancySensors,2,90,13500,13800,13650.0,1,0.85,0,0,0
OccupancySensors,2,91,13650,13950,13800.0,1,0.78,0,0,0
OccupancySensors,2,92,13800,14100,13950.0,0,0.72,0,0,1
OccupancySensors,2,93,13950,14250,14100.0,0,1.0,0,0,1
OccupancySensors,2,94,14092,14392,14242.0,0,1.0,0,0,1
OccupancySensors,3,0,0,300,150.0,1,0.6766666666666666,0,0,0
OccupancySensors,3,1,150,450,300.0,0,0.8233333333333334,0,0,1
OccupancySensors,3,2,300,600,450.0,0,1.0,0,0,1
OccupancySensors,3,3,450,750,600.0,0,1.0,0,0,1
OccupancySensors,3,4,600,900,750.0,0,1.0,0,0,1
OccupancySensors,3,5,750,1050,900.0,0,0.97,0,0,1
OccupancySensors,3,6,900,1200,1050.0,1,0.5233333333333333,0,0,0
OccupancySensors,3,7,1050,1350,1200.0,1,0.98,0,0,0
OccupancySensors,3,8,1200,1500,1350.0,1,0.8933333333333333,0,0,0
OccupancySensors,3,9,1350,1650,1500.0,1,0.9066666666666666,0,0,0
OccupancySensors,3,10,1500,1800,1650.0,1,0.58,0,0,0
OccupancySensors,3,11,1650,1950,1800.0,0,0.92,0,0,1
OccupancySensors,3,12,1800,2100,1950.0,0,1.0,0,0,1
OccupancySensors,3,13,1950,2250,2100.0,0,1.0,0,0,1
OccupancySensors,3,14,2100,2400,2250.0,0,1.0,0,0,1
OccupancySensors,3,15,2250,2550,2400.0,0,0.8033333333333333,0,0,1
OccupancySensors,3,16,2400,2700,2550.0,1,0.62,0,0,0
OccupancySensors,3,17,2550,2850,2700.0,0,0.5766666666666667,0,0,1
OccupancySensors,3,18,2700,3000,2850.0,0,1.0,0,0,1
OccupancySensors,3,19,2850,3150,3000.0,0,1.0,0,0,1
OccupancySensors,3,20,3000,3300,3150.0,0,1.0,0,0,1
OccupancySensors,3,21,3150,3450,3300.0,0,1.0,0,0,1
OccupancySensors,3,22,3300,3600,3450.0,0,0.6533333333333333,0,0,1
OccupancySensors,3,23,3450,3750,3600.0,1,0.8333333333333334,0,0,0
OccupancySensors,3,24,3600,3900,3750.0,1,0.72,0,0,0
OccupancySensors,3,25,3750,4050,3900.0,1,0.7333333333333333,0,0,0
OccupancySensors,3,26,3900,4200,4050.0,1,0.73,0,0,0
OccupancySensors,3,27,4050,4350,4200.0,0,0.77,0,0,1
OccupancySensors,3,28,4200,4500,4350.0,0,1.0,0,0,1
OccupancySensors,3,29,4350,4650,4500.0,0,1.0,0,0,1
OccupancySensors,3,30,4500,4800,4650.0,0,1.0,0,0,1
OccupancySensors,3,31,4650,4950,4800.0,0,0.9733333333333334,0,0,1
OccupancySensors,3,32,4800,5100,4950.0,1,0.5266666666666666,0,0,0
OccupancySensors,3,33,4950,5250,5100.0,1,0.98,0,0,0
OccupancySensors,3,34,5100,5400,5250.0,1,0.89,0,0,0
OccupancySensors,3,35,5250,5550,5400.0,1,0.91,0,0,0
OccupancySensors,3,36,5400,5700,5550.0,1,0.5366666666666666,0,0,0
OccupancySensors,3,37,5550,5850,5700.0,0,0.9633333333333334,0,0,1
OccupancySensors,3,38,5700,6000,5850.0,0,1.0,0,0,1
OccupancySensors,3,39,5850,6150,6000.0,0,1.0,0,0,1
OccupancySensors,3,40,6000,6300,6150.0,0,1.0,0,0,1
OccupancySensors,3,41,6150,6450,6300.0,0,1.0,0,0,1
OccupancySensors,3,42,6300,6600,6450.0,0,1.0,0,0,1
OccupancySensors,3,43,6450,6750,6600.0,0,1.0,0,0,1
OccupancySensors,3,44,6600,6900,6750.0,0,1.0,0,0,1
OccupancySensors,3,45,6750,7050,6900.0,0,1.0,0,0,1
OccupancySensors,3,46,6900,7200,7050.0,0,1.0,0,0,1
OccupancySensors,3,47,7050,7350,7200.0,0,1.0,0,0,1
OccupancySensors,3,48,7200,7500,7350.0,0,1.0,0,0,1
OccupancySensors,3,49,7350,7650,7500.0,0,1.0,0,0,1
OccupancySensors,3,50,7500,7800,7650.0,0,1.0,0,0,1
OccupancySensors,3,51,7650,7950,7800.0,0,1.0,0,0,1
OccupancySensors,3,52,7800,8100,7950.0,0,1.0,0,0,1
OccupancySensors,3,53,7950,8250,8100.0,0,1.0,0,0,1
OccupancySensors,3,54,8100,8400,8250.0,0,1.0,0,0,1
OccupancySensors,3,55,8250,8550,8400.0,0,1.0,0,0,1
OccupancySensors,3,56,8400,8700,8550.0,0,1.0,0,0,1
OccupancySensors,3,57,8550,8850,8700.0,0,1.0,0,0,1
OccupancySensors,3,58,8700,9000,8850.0,0,1.0,0,0,1
OccupancySensors,3,59,8850,9150,9000.0,0,1.0,0,0,1
OccupancySensors,3,60,9000,9300,9150.0,0,1.0,0,0,1
OccupancySensors,3,61,9150,9450,9300.0,0,0.5733333333333334,0,0,1
OccupancySensors,3,62,9300,9600,9450.0,1,0.88,0,0,0
OccupancySensors,3,63,9450,9750,9600.0,1,0.9233333333333333,0,0,0
OccupancySensors,3,64,9600,9900,9750.0,1,0.9,0,0,0
OccupancySensors,3,65,9750,10050,9900.0,0,0.57,0,0,1
OccupancySensors,3,66,9900,10200,10050.0,0,1.0,0,0,1
OccupancySensors,3,67,10050,10350,10200.0,0,1.0,0,0,1
OccupancySensors,3,68,10200,10500,10350.0,0,1.0,0,0,1
OccupancySensors,3,69,10350,10650,10500.0,0,1.0,0,0,1
OccupancySensors,3,70,10500,10800,10650.0,0,0.8466666666666667,0,0,1
OccupancySensors,3,71,10650,10950,10800.0,1,0.6433333333333333,0,0,0
OccupancySensors,3,72,10800,11100,10950.0,1,0.74,0,0,0
OccupancySensors,3,73,10950,11250,11100.0,0,0.75,0,0,1
OccupancySensors,3,74,11100,11400,11250.0,0,1.0,0,0,1
OccupancySensors,3,75,11250,11550,11400.0,0,1.0,0,0,1
OccupancySensors,3,76,11400,11700,11550.0,0,1.0,0,0,1
OccupancySensors,3,77,11550,11850,11700.0,0,1.0,0,0,1
OccupancySensors,3,78,11700,12000,11850.0,0,0.5866666666666667,0,0,1
OccupancySensors,3,79,11850,12150,12000.0,0,0.54,0,0,1
OccupancySensors,3,80,12000,12300,12150.0,0,0.9166666666666666,0,0,1
OccupancySensors,3,81,12150,12450,12300.0,0,0.6466666666666666,0,0,1
OccupancySensors,3,82,12300,12600,12450.0,0,0.6833333333333333,0,0,1
OccupancySensors,3,83,12450,12750,12600.0,0,1.0,0,0,1
OccupancySensors,3,84,12600,12900,12750.0,0,1.0,0,0,1
OccupancySensors,3,85,12750,13050,12900.0,0,1.0,0,0,1
OccupancySensors,3,86,12900,13200,13050.0,0,1.0,0,0,1
OccupancySensors,3,87,13050,13350,13200.0,0,0.9633333333333334,0,0,1
OccupancySensors,3,88,13200,13500,13350.0,1,0.5166666666666667,0,0,0
OccupancySensors,3,89,13350,13650,13500.0,1,0.83,0,0,0
OccupancySensors,3,90,13500,13800,13650.0,1,0.85,0,0,0
OccupancySensors,3,91,13650,13950,13800.0,1,0.78,0,0,0
OccupancySensors,3,92,13800,14100,13950.0,0,0.72,0,0,1
OccupancySensors,3,93,13950,14250,14100.0,0,1.0,0,0,1
OccupancySensors,3,94,14092,14392,14242.0,0,1.0,0,0,1
OccupancySensors,4,0,0,300,150.0,1,0.6766666666666666,0,0,0
OccupancySensors,4,1,150,450,300.0,0,0.8233333333333334,0,0,1
OccupancySensors,4,2,300,600,450.0,0,1.0,0,0,1
OccupancySensors,4,3,450,750,600.0,0,1.0,0,0,1
OccupancySensors,4,4,600,900,750.0,0,1.0,0,0,1
OccupancySensors,4,5,750,1050,900.0,0,0.97,0,0,1
