generator,seed,method,edge_auc,pair_auc,precision_at_k,shd,lag_accuracy,true_edges,edge_density
var,1,STCG-v0,0.8627551020408163,0.8671875,0.7142857142857143,16.0,0.9166666666666666,28.0,0.16666666666666666
var,1,STCG-v1,0.8686224489795918,0.8763020833333334,0.6785714285714286,18.0,0.9166666666666666,28.0,0.16666666666666666
var,2,Random,0.4206896551724138,0.40106951871657753,0.08695652173913043,42.0,0.3181818181818182,23.0,0.13690476190476192
var,2,LagCorr,0.9505247376311844,0.929144385026738,0.782608695652174,10.0,0.9545454545454546,23.0,0.13690476190476192
var,2,VAR-Ridge,0.960119940029985,0.9572192513368984,0.782608695652174,10.0,0.9545454545454546,23.0,0.13690476190476192
var,2,VAR-Lasso,0.9619190404797601,0.9585561497326203,0.782608695652174,10.0,0.9545454545454546,23.0,0.13690476190476192
var,2,Granger-F,0.9589205397301349,0.9545454545454546,0.782608695652174,10.0,0.9545454545454546,23.0,0.13690476190476192
var,2,DynVAR-Ridge,0.8812593703148426,0.8743315508021391,0.6956521739130435,14.0,0.8636363636363636,23.0,0.13690476190476192
var,2,DynVAR-Lasso,0.8806596701649175,0.8850267379679144,0.6956521739130435,14.0,0.8636363636363636,23.0,0.13690476190476192
var,2,DynGranger-F,0.8761619190404798,0.8703208556149733,0.6956521739130435,14.0,0.8636363636363636,23.0,0.13690476190476192
var,2,STCG-v0,0.8734632683658171,0.8850267379679144,0.6521739130434783,16.0,0.9090909090909091,23.0,0.13690476190476192
var,2,STCG-v1,0.8803598200899551,0.8649732620320856,0.6521739130434783,16.0,0.8181818181818182,23.0,0.13690476190476192
var,3,Random,0.45447779707268665,0.41410256410256413,0.10344827586206896,52.0,0.2692307692307692,29.0,0.17261904761904762
var,3,LagCorr,0.9280575539568345,0.8564102564102564,0.6551724137931034,20.0,1.0,29.0,0.17261904761904762
var,3,VAR-Ridge,0.9079632845447779,0.8628205128205129,0.6896551724137931,18.0,0.8846153846153846,29.0,0.17261904761904762
var,3,VAR-Lasso,0.909451748945671,0.8564102564102564,0.6896551724137931,18.0,0.8846153846153846,29.0,0.17261904761904762
var,3,Granger-F,0.9079632845447779,0.8615384615384616,0.7241379310344828,16.0,0.8846153846153846,29.0,0.17261904761904762
var,3,DynVAR-Ridge,0.7995534606797321,0.791025641025641,0.6206896551724138,22.0,0.6923076923076923,29.0,0.17261904761904762
var,3,DynVAR-Lasso,0.8032746216819647,0.7884615384615384,0.5862068965517241,24.0,0.6923076923076923,29.0,0.17261904761904762
var,3,DynGranger-F,0.7995534606797321,0.7935897435897435,0.5862068965517241,24.0,0.7307692307692307,29.0,0.17261904761904762
var,3,STCG-v0,0.8055073182833044,0.8243589743589743,0.5172413793103449,28.0,0.6538461538461539,29.0,0.17261904761904762
var,3,STCG-v1,0.8203919622922352,0.8641025641025641,0.6206896551724138,22.0,0.7307692307692307,29.0,0.17261904761904762
var,4,Random,0.508667388949079,0.4752604166666667,0.15384615384615385,44.0,0.375,26.0,0.15476190476190477
var,4,LagCorr,0.8648429035752979,0.8802083333333334,0.6538461538461539,18.0,0.7916666666666666,26.0,0.15476190476190477
var,4,VAR-Ridge,0.859967497291441,0.8763020833333334,0.6923076923076923,16.0,0.8333333333333334,26.0,0.15476190476190477
var,4,VAR-Lasso,0.8686348862405201,0.8776041666666666,0.6923076923076923,16.0,0.8333333333333334,26.0,0.15476190476190477
var,4,Granger-F,0.8586132177681474,0.8645833333333334,0.6538461538461539,18.0,0.8333333333333334,26.0,0.15476190476190477
var,4,DynVAR-Ridge,0.819068255687974,0.7252604166666666,0.5769230769230769,22.0,0.75,26.0,0.15476190476190477
var,4,DynVAR-Lasso,0.8255687973997833,0.7239583333333334,0.5769230769230769,22.0,0.75,26.0,0.15476190476190477
var,4,DynGranger-F,0.8144637053087758,0.7109375,0.5769230769230769,22.0,0.75,26.0,0.15476190476190477
var,4,STCG-v0,0.80931744312026,0.7890625,0.5384615384615384,24.0,0.625,26.0,0.15476190476190477
var,4,STCG-v1,0.8315276273022751,0.7682291666666666,0.5769230769230769,22.0,0.7916666666666666,26.0,0.15476190476190477
var,5,Random,0.5503472222222222,0.49722222222222223,0.25,36.0,0.55,24.0,0.14285714285714285
var,5,LagCorr,0.9565972222222222,0.9361111111111111,0.7083333333333334,14.0,0.95,24.0,0.14285714285714285
var,5,VAR-Ridge,0.9262152777777778,0.8930555555555556,0.7083333333333334,14.0,0.85,24.0,0.14285714285714285
var,5,VAR-Lasso,0.9311342592592593,0.8930555555555556,0.7083333333333334,14.0,0.85,24.0,0.14285714285714285
var,5,Granger-F,0.9291087962962963,0.8944444444444445,0.7083333333333334,14.0,0.85,24.0,0.14285714285714285
var,5,DynVAR-Ridge,0.8634259259259259,0.8583333333333333,0.5833333333333334,20.0,0.85,24.0,0.14285714285714285
var,5,DynVAR-Lasso,0.8645833333333334,0.8527777777777777,0.5833333333333334,20.0,0.85,24.0,0.14285714285714285
var,5,DynGranger-F,0.8608217592592593,0.8527777777777777,0.5416666666666666,22.0,0.85,24.0,0.14285714285714285
var,5,STCG-v0,0.8478009259259259,0.8916666666666667,0.625,18.0,0.85,24.0,0.14285714285714285
var,5,STCG-v1,0.8781828703703703,0.8416666666666667,0.625,18.0,0.9,24.0,0.14285714285714285
var,6,Random,0.5664335664335665,0.5142857142857142,0.2,40.0,0.38095238095238093,25.0,0.1488095238095238
var,6,LagCorr,0.9297902097902098,0.8802721088435375,0.68,16.0,0.9523809523809523,25.0,0.1488095238095238
var,6,VAR-Ridge,0.9090909090909091,0.8857142857142857,0.68,16.0,0.8571428571428571,25.0,0.1488095238095238
var,6,VAR-Lasso,0.9163636363636364,0.8870748299319728,0.68,16.0,0.8571428571428571,25.0,0.1488095238095238
var,6,Granger-F,0.9088111888111888,0.8965986394557823,0.68,16.0,0.8571428571428571,25.0,0.1488095238095238
var,6,DynVAR-Ridge,0.8120279720279721,0.7782312925170068,0.56,22.0,0.8571428571428571,25.0,0.1488095238095238
var,6,DynVAR-Lasso,0.8232167832167833,0.782312925170068,0.6,20.0,0.8571428571428571,25.0,0.1488095238095238
var,6,DynGranger-F,0.813986013986014,0.7891156462585034,0.6,20.0,0.8571428571428571,25.0,0.1488095238095238
var,6,STCG-v0,0.7507692307692307,0.8231292517006803,0.6,20.0,0.6666666666666666,25.0,0.1488095238095238
var,6,STCG-v1,0.8318881118881118,0.8367346938775511,0.6,20.0,0.8095238095238095,25.0,0.1488095238095238
var,7,Random,0.4440386680988185,0.4482758620689655,0.2,56.0,0.4444444444444444,35.0,0.20833333333333334
var,7,LagCorr,0.9355531686358755,0.9157088122605364,0.7428571428571429,18.0,1.0,35.0,0.20833333333333334
var,7,VAR-Ridge,0.929967776584318,0.9412515964240102,0.8,14.0,0.9629629629629629,35.0,0.20833333333333334
var,7,VAR-Lasso,0.9353383458646617,0.9412515964240102,0.8,14.0,0.9629629629629629,35.0,0.20833333333333334
var,7,Granger-F,0.9269602577873255,0.933588761174968,0.8,14.0,0.9629629629629629,35.0,0.20833333333333334
var,7,DynVAR-Ridge,0.8614393125671321,0.8148148148148148,0.6571428571428571,24.0,0.9259259259259259,35.0,0.20833333333333334
var,7,DynVAR-Lasso,0.8627282491944146,0.8199233716475096,0.6571428571428571,24.0,0.9629629629629629,35.0,0.20833333333333334
var,7,DynGranger-F,0.8483351235230935,0.80970625798212,0.6571428571428571,24.0,0.9259259259259259,35.0,0.20833333333333334
var,7,STCG-v0,0.8262083780880773,0.7816091954022989,0.5714285714285714,30.0,0.8518518518518519,35.0,0.20833333333333334
var,7,STCG-v1,0.881203007518797,0.8301404853128991,0.6571428571428571,24.0,0.8888888888888888,35.0,0.20833333333333334
var,8,Random,0.5611111111111111,0.45703125,0.16666666666666666,50.0,0.4583333333333333,30.0,0.17857142857142858
var,8,LagCorr,0.9053140096618357,0.9309895833333334,0.7333333333333333,16.0,0.875,30.0,0.17857142857142858
var,8,VAR-Ridge,0.9026570048309178,0.9388020833333334,0.7333333333333333,16.0,0.7916666666666666,30.0,0.17857142857142858
var,8,VAR-Lasso,0.9047101449275362,0.9427083333333334,0.7333333333333333,16.0,0.7916666666666666,30.0,0.17857142857142858
var,8,Granger-F,0.9016908212560386,0.9440104166666666,0.7333333333333333,16.0,0.7916666666666666,30.0,0.17857142857142858
var,8,DynVAR-Ridge,0.8644927536231884,0.9153645833333334,0.6666666666666666,20.0,0.8333333333333334,30.0,0.17857142857142858
var,8,DynVAR-Lasso,0.863768115942029,0.9244791666666666,0.7,18.0,0.8333333333333334,30.0,0.17857142857142858
var,8,DynGranger-F,0.8644927536231884,0.9231770833333334,0.7,18.0,0.8333333333333334,30.0,0.17857142857142858
var,8,STCG-v0,0.8545893719806763,0.9010416666666666,0.7,18.0,0.7083333333333334,30.0,0.17857142857142858
var,8,STCG-v1,0.8514492753623188,0.8736979166666666,0.6333333333333333,22.0,0.8333333333333334,30.0,0.17857142857142858
var,9,Random,0.44549093477748997,0.5678524374176548,0.1935483870967742,50.0,0.4782608695652174,31.0,0.18452380952380953
var,9,LagCorr,0.8716741229102896,0.9064558629776021,0.7419354838709677,16.0,0.8260869565217391,31.0,0.18452380952380953
var,9,VAR-Ridge,0.8657876147869084,0.9011857707509882,0.7096774193548387,18.0,0.8260869565217391,31.0,0.18452380952380953
var,9,VAR-Lasso,0.8697904403108077,0.9011857707509882,0.7096774193548387,18.0,0.8260869565217391,31.0,0.18452380952380953
var,9,Granger-F,0.8622557099128797,0.9011857707509882,0.7096774193548387,18.0,0.8260869565217391,31.0,0.18452380952380953
var,9,DynVAR-Ridge,0.7770190722863197,0.8102766798418972,0.5806451612903226,26.0,0.6956521739130435,31.0,0.18452380952380953
var,9,DynVAR-Lasso,0.774429008712032,0.8050065876152833,0.5483870967741935,28.0,0.6956521739130435,31.0,0.18452380952380953
var,9,DynGranger-F,0.7699552625382623,0.8102766798418972,0.5806451612903226,26.0,0.6956521739130435,31.0,0.18452380952380953
var,9,STCG-v0,0.7405227219213563,0.8656126482213439,0.5483870967741935,28.0,0.5652173913043478,31.0,0.18452380952380953
var,9,STCG-v1,0.7894984695078879,0.8656126482213439,0.6129032258064516,24.0,0.6086956521739131,31.0,0.18452380952380953
var,10,Random,0.45075663607045396,0.446524064171123,0.10344827586206896,52.0,0.4090909090909091,29.0,0.17261904761904762
var,10,LagCorr,0.9516249069709749,0.9732620320855615,0.7586206896551724,14.0,0.9090909090909091,29.0,0.17261904761904762
var,10,VAR-Ridge,0.9801538079880923,0.9919786096256684,0.8275862068965517,10.0,0.9545454545454546,29.0,0.17261904761904762
var,10,VAR-Lasso,0.9804018853882411,0.9933155080213903,0.8275862068965517,10.0,0.9545454545454546,29.0,0.17261904761904762
var,10,Granger-F,0.9816422723889854,0.9933155080213903,0.8275862068965517,10.0,0.9545454545454546,29.0,0.17261904761904762
var,10,DynVAR-Ridge,0.8878690151327214,0.9278074866310161,0.6206896551724138,22.0,0.9090909090909091,29.0,0.17261904761904762
var,10,DynVAR-Lasso,0.8920863309352518,0.9264705882352942,0.6206896551724138,22.0,0.9090909090909091,29.0,0.17261904761904762
var,10,DynGranger-F,0.8985363433391218,0.9371657754010695,0.6551724137931034,20.0,0.9090909090909091,29.0,0.17261904761904762
var,10,STCG-v0,0.890101711734061,0.9157754010695187,0.5862068965517241,24.0,0.9090909090909091,29.0,0.17261904761904762
var,10,STCG-v1,0.9198709997519225,0.9786096256684492,0.7586206896551724,14.0,0.9090909090909091,29.0,0.17261904761904762
var,11,Random,0.4761133603238866,0.6205533596837944,0.23684210526315788,58.0,0.3333333333333333,38.0,0.2261904761904762
var,11,LagCorr,0.8963562753036437,0.8748353096179183,0.7105263157894737,22.0,0.9090909090909091,38.0,0.2261904761904762
var,11,VAR-Ridge,0.9384615384615385,0.9380764163372859,0.8157894736842105,14.0,0.9090909090909091,38.0,0.2261904761904762
var,11,VAR-Lasso,0.9395748987854251,0.9433465085638999,0.8157894736842105,14.0,0.9090909090909091,38.0,0.2261904761904762
var,11,Granger-F,0.9382591093117408,0.9420289855072463,0.8157894736842105,14.0,0.9090909090909091,38.0,0.2261904761904762
var,11,DynVAR-Ridge,0.8576923076923076,0.8142292490118577,0.6578947368421053,26.0,0.8181818181818182,38.0,0.2261904761904762
var,11,DynVAR-Lasso,0.8647773279352227,0.8142292490118577,0.6842105263157895,24.0,0.8181818181818182,38.0,0.2261904761904762
var,11,DynGranger-F,0.8576923076923076,0.8208168642951251,0.6578947368421053,26.0,0.7575757575757576,38.0,0.2261904761904762
var,11,STCG-v0,0.841497975708502,0.8405797101449275,0.631578947368421,28.0,0.8181818181818182,38.0,0.2261904761904762
var,11,STCG-v1,0.9058704453441295,0.922266139657444,0.7105263157894737,22.0,0.8787878787878788,38.0,0.2261904761904762
var,12,Random,0.3721560130010834,0.32789115646258504,0.07692307692307693,48.0,0.38095238095238093,26.0,0.15476190476190477
var,12,LagCorr,0.9198266522210184,0.9374149659863945,0.8461538461538461,8.0,1.0,26.0,0.15476190476190477
var,12,VAR-Ridge,0.9436619718309859,0.9700680272108844,0.8461538461538461,8.0,1.0,26.0,0.15476190476190477
var,12,VAR-Lasso,0.9381094257854822,0.9687074829931973,0.8461538461538461,8.0,1.0,26.0,0.15476190476190477
var,12,Granger-F,0.9423076923076923,0.9659863945578231,0.8461538461538461,8.0,1.0,26.0,0.15476190476190477
var,12,DynVAR-Ridge,0.9276814734561214,0.9238095238095239,0.7692307692307693,12.0,1.0,26.0,0.15476190476190477
var,12,DynVAR-Lasso,0.9287648970747562,0.927891156462585,0.8076923076923077,10.0,1.0,26.0,0.15476190476190477
var,12,DynGranger-F,0.9247020585048754,0.9115646258503401,0.7307692307692307,14.0,0.9523809523809523,26.0,0.15476190476190477
var,12,STCG-v0,0.8965330444203684,0.8639455782312925,0.6538461538461539,18.0,0.9523809523809523,26.0,0.15476190476190477
var,12,STCG-v1,0.9263271939328277,0.9292517006802721,0.7692307692307693,12.0,0.9523809523809523,26.0,0.15476190476190477
var,13,Random,0.5034141747115611,0.4666666666666667,0.16129032258064516,52.0,0.46153846153846156,31.0,0.18452380952380953
var,13,LagCorr,0.9008712032022604,0.9051282051282051,0.7741935483870968,14.0,0.8846153846153846,31.0,0.18452380952380953
var,13,VAR-Ridge,0.9164115846479868,0.9243589743589744,0.7741935483870968,14.0,0.9230769230769231,31.0,0.18452380952380953
var,13,VAR-Lasso,0.919472568872145,0.9320512820512821,0.7741935483870968,14.0,0.9230769230769231,31.0,0.18452380952380953
var,13,Granger-F,0.9173534259477278,0.9243589743589744,0.7741935483870968,14.0,0.9230769230769231,31.0,0.18452380952380953
var,13,DynVAR-Ridge,0.8756769484341889,0.8846153846153846,0.6774193548387096,20.0,0.8461538461538461,31.0,0.18452380952380953
var,13,DynVAR-Lasso,0.8794443136331528,0.8871794871794871,0.6774193548387096,20.0,0.8461538461538461,31.0,0.18452380952380953
var,13,DynGranger-F,0.8808570755827643,0.9102564102564102,0.6774193548387096,20.0,0.8461538461538461,31.0,0.18452380952380953
var,13,STCG-v0,0.8657876147869084,0.8589743589743589,0.6774193548387096,20.0,0.8461538461538461,31.0,0.18452380952380953
var,13,STCG-v1,0.8712032022604191,0.8589743589743589,0.6774193548387096,20.0,0.8461538461538461,31.0,0.18452380952380953
var,14,Random,0.5476753349093775,0.5151515151515151,0.18518518518518517,44.0,0.5217391304347826,27.0,0.16071428571428573
var,14,LagCorr,0.9120042027843446,0.8682476943346509,0.7037037037037037,16.0,0.8695652173913043,27.0,0.16071428571428573
var,14,VAR-Ridge,0.9072760703966378,0.8880105401844532,0.6666666666666666,18.0,0.8695652173913043,27.0,0.16071428571428573
var,14,VAR-Lasso,0.9130548988705017,0.8893280632411067,0.7037037037037037,16.0,0.8695652173913043,27.0,0.16071428571428573
var,14,Granger-F,0.9059627002889414,0.8840579710144928,0.7037037037037037,16.0,0.8695652173913043,27.0,0.16071428571428573
var,14,DynVAR-Ridge,0.8108747044917257,0.7852437417654808,0.5925925925925926,22.0,0.7391304347826086,27.0,0.16071428571428573
var,14,DynVAR-Lasso,0.8129760966640399,0.7905138339920948,0.5925925925925926,22.0,0.7391304347826086,27.0,0.16071428571428573
var,14,DynGranger-F,0.803257157867087,0.7720685111989459,0.5555555555555556,24.0,0.7391304347826086,27.0,0.16071428571428573
var,14,STCG-v0,0.8308379301287103,0.8036890645586298,0.5925925925925926,22.0,0.782608695652174,27.0,0.16071428571428573
var,14,STCG-v1,0.8489624376149199,0.8274044795783926,0.5925925925925926,22.0,0.782608695652174,27.0,0.16071428571428573
var,15,Random,0.44994212962962965,0.5570175438596491,0.20833333333333334,38.0,0.3333333333333333,24.0,0.14285714285714285
var,15,LagCorr,0.8990162037037037,0.8318713450292398,0.6666666666666666,16.0,0.8888888888888888,24.0,0.14285714285714285
var,15,VAR-Ridge,0.8958333333333334,0.8187134502923976,0.7083333333333334,14.0,0.7777777777777778,24.0,0.14285714285714285
var,15,VAR-Lasso,0.8987268518518519,0.8157894736842105,0.7083333333333334,14.0,0.8333333333333334,24.0,0.14285714285714285
var,15,Granger-F,0.8940972222222222,0.8099415204678363,0.75,12.0,0.8333333333333334,24.0,0.14285714285714285
var,15,DynVAR-Ridge,0.8851273148148148,0.8494152046783626,0.5833333333333334,20.0,0.8888888888888888,24.0,0.14285714285714285
var,15,DynVAR-Lasso,0.8958333333333334,0.8538011695906432,0.5833333333333334,20.0,0.8888888888888888,24.0,0.14285714285714285
var,15,DynGranger-F,0.8885995370370371,0.8347953216374269,0.5833333333333334,20.0,0.8888888888888888,24.0,0.14285714285714285
var,15,STCG-v0,0.8396990740740741,0.8347953216374269,0.625,18.0,0.8333333333333334,24.0,0.14285714285714285
var,15,STCG-v1,0.9033564814814815,0.8201754385964912,0.5833333333333334,20.0,0.9444444444444444,24.0,0.14285714285714285
var,16,Random,0.5732093023255814,0.4205729166666667,0.2558139534883721,64.0,0.5625,43.0,0.25595238095238093
var,16,LagCorr,0.8906046511627908,0.8997395833333334,0.7209302325581395,24.0,0.9375,43.0,0.25595238095238093
var,16,VAR-Ridge,0.9093953488372093,0.921875,0.7674418604651163,20.0,0.875,43.0,0.25595238095238093
var,16,VAR-Lasso,0.9144186046511628,0.9231770833333334,0.7674418604651163,20.0,0.875,43.0,0.25595238095238093
var,16,Granger-F,0.9114418604651163,0.9231770833333334,0.7674418604651163,20.0,0.875,43.0,0.25595238095238093
var,16,DynVAR-Ridge,0.8762790697674419,0.8463541666666666,0.6976744186046512,26.0,0.875,43.0,0.25595238095238093
var,16,DynVAR-Lasso,0.878139534883721,0.8450520833333334,0.6976744186046512,26.0,0.875,43.0,0.25595238095238093
var,16,DynGranger-F,0.8803720930232558,0.859375,0.7209302325581395,24.0,0.875,43.0,0.25595238095238093
var,16,STCG-v0,0.885953488372093,0.8424479166666666,0.7209302325581395,24.0,0.875,43.0,0.25595238095238093
var,16,STCG-v1,0.8807441860465116,0.8932291666666666,0.7441860465116279,22.0,0.875,43.0,0.25595238095238093
var,17,Random,0.5243634767339772,0.5734355044699873,0.29411764705882354,48.0,0.4827586206896552,34.0,0.20238095238095238
var,17,LagCorr,0.9286654960491659,0.8850574712643678,0.7647058823529411,16.0,0.896551724137931,34.0,0.20238095238095238
var,17,VAR-Ridge,0.9282265144863916,0.8888888888888888,0.7941176470588235,14.0,0.8620689655172413,34.0,0.20238095238095238
var,17,VAR-Lasso,0.9304214223002634,0.8914431673052363,0.7941176470588235,14.0,0.8620689655172413,34.0,0.20238095238095238
var,17,Granger-F,0.9282265144863916,0.8863346104725415,0.7647058823529411,16.0,0.8620689655172413,34.0,0.20238095238095238
var,17,DynVAR-Ridge,0.8904741000877963,0.8480204342273308,0.6176470588235294,26.0,0.896551724137931,34.0,0.20238095238095238
var,17,DynVAR-Lasso,0.8944249341527656,0.8480204342273308,0.6470588235294118,24.0,0.896551724137931,34.0,0.20238095238095238
var,17,DynGranger-F,0.8823529411764706,0.8237547892720306,0.5882352941176471,28.0,0.8620689655172413,34.0,0.20238095238095238
var,17,STCG-v0,0.8909130816505707,0.8659003831417624,0.6764705882352942,22.0,0.8620689655172413,34.0,0.20238095238095238
var,17,STCG-v1,0.9018876207199298,0.8978288633461047,0.7058823529411765,20.0,0.896551724137931,34.0,0.20238095238095238
var,18,Random,0.4247704261831881,0.45548387096774196,0.0967741935483871,56.0,0.44,31.0,0.18452380952380953
var,18,LagCorr,0.948905109489051,0.9212903225806451,0.7419354838709677,16.0,0.88,31.0,0.18452380952380953
var,18,VAR-Ridge,0.9759830468566046,0.9574193548387097,0.8387096774193549,10.0,1.0,31.0,0.18452380952380953
var,18,VAR-Lasso,0.9762185071815399,0.9574193548387097,0.8387096774193549,10.0,1.0,31.0,0.18452380952380953
var,18,Granger-F,0.9766894278314104,0.9612903225806452,0.8387096774193549,10.0,0.96,31.0,0.18452380952380953
var,18,DynVAR-Ridge,0.9324228867435838,0.9290322580645162,0.7741935483870968,14.0,0.92,31.0,0.18452380952380953
var,18,DynVAR-Lasso,0.9333647280433247,0.9290322580645162,0.7419354838709677,16.0,0.92,31.0,0.18452380952380953
var,18,DynGranger-F,0.9324228867435838,0.9329032258064516,0.7741935483870968,14.0,0.88,31.0,0.18452380952380953
var,18,STCG-v0,0.9321874264186485,0.8864516129032258,0.7419354838709677,16.0,0.88,31.0,0.18452380952380953
var,18,STCG-v1,0.9397221568165764,0.9148387096774193,0.7419354838709677,16.0,0.88,31.0,0.18452380952380953
var,19,Random,0.3935553168635875,0.44699872286079184,0.14285714285714285,60.0,0.4074074074074074,35.0,0.20833333333333334
var,19,LagCorr,0.8973147153598281,0.8671775223499362,0.7142857142857143,20.0,0.7777777777777778,35.0,0.20833333333333334
var,19,VAR-Ridge,0.8839957035445757,0.8914431673052363,0.7714285714285715,16.0,0.7777777777777778,35.0,0.20833333333333334
var,19,VAR-Lasso,0.8843179377013963,0.8914431673052363,0.7714285714285715,16.0,0.7777777777777778,35.0,0.20833333333333334
var,19,Granger-F,0.8824919441460795,0.8952745849297573,0.7714285714285715,16.0,0.7777777777777778,35.0,0.20833333333333334
var,19,DynVAR-Ridge,0.8693877551020408,0.8250319284802043,0.6571428571428571,24.0,0.7777777777777778,35.0,0.20833333333333334
var,19,DynVAR-Lasso,0.874328678839957,0.8250319284802043,0.6571428571428571,24.0,0.8148148148148148,35.0,0.20833333333333334
var,19,DynGranger-F,0.867454350161117,0.8339719029374202,0.6285714285714286,26.0,0.7777777777777778,35.0,0.20833333333333334
var,19,STCG-v0,0.8204081632653061,0.7279693486590039,0.5714285714285714,30.0,0.8148148148148148,35.0,0.20833333333333334
var,19,STCG-v1,0.8775510204081632,0.859514687100894,0.6,28.0,0.7777777777777778,35.0,0.20833333333333334
nonlinear_var,0,Random,0.5023569023569023,0.5063775510204082,0.15151515151515152,56.0,0.4642857142857143,33.0,0.19642857142857142
nonlinear_var,0,LagCorr,0.604040404040404,0.6823979591836735,0.30303030303030304,46.0,0.6428571428571429,33.0,0.19642857142857142
nonlinear_var,0,VAR-Ridge,0.8884399551066218,0.9540816326530612,0.6363636363636364,24.0,0.7857142857142857,33.0,0.19642857142857142
nonlinear_var,0,VAR-Lasso,0.8390572390572391,0.9732142857142857,0.696969696969697,20.0,0.75,33.0,0.19642857142857142
nonlinear_var,0,Granger-F,0.9079685746352413,0.9821428571428571,0.7575757575757576,16.0,0.7857142857142857,33.0,0.19642857142857142
nonlinear_var,0,DynVAR-Ridge,0.809652076318743,0.7933673469387755,0.5151515151515151,32.0,0.7857142857142857,33.0,0.19642857142857142
nonlinear_var,0,DynVAR-Lasso,0.7955106621773288,0.8826530612244898,0.6060606060606061,26.0,0.75,33.0,0.19642857142857142
nonlinear_var,0,DynGranger-F,0.8938271604938272,0.9298469387755102,0.696969696969697,20.0,0.7857142857142857,33.0,0.19642857142857142
nonlinear_var,0,STCG-v0,0.8118967452300786,0.8380102040816326,0.5151515151515151,32.0,0.75,33.0,0.19642857142857142
nonlinear_var,0,STCG-v1,0.8377104377104377,0.9553571428571429,0.6666666666666666,22.0,0.7857142857142857,33.0,0.19642857142857142
nonlinear_var,1,Random,0.5298469387755103,0.54296875,0.10714285714285714,50.0,0.4166666666666667,28.0,0.16666666666666666
nonlinear_var,1,LagCorr,0.7301020408163266,0.7213541666666666,0.5,28.0,0.7916666666666666,28.0,0.16666666666666666
nonlinear_var,1,VAR-Ridge,0.996938775510204,0.9895833333333334,0.9285714285714286,4.0,1.0,28.0,0.16666666666666666
nonlinear_var,1,VAR-Lasso,0.9982142857142857,0.9947916666666666,0.9285714285714286,4.0,1.0,28.0,0.16666666666666666
nonlinear_var,1,Granger-F,0.9989795918367347,0.9973958333333334,0.9285714285714286,4.0,1.0,28.0,0.16666666666666666
nonlinear_var,1,DynVAR-Ridge,0.9573979591836734,0.9270833333333334,0.6785714285714286,18.0,0.9583333333333334,28.0,0.16666666666666666
nonlinear_var,1,DynVAR-Lasso,0.9734693877551021,0.94921875,0.75,14.0,0.9583333333333334,28.0,0.16666666666666666
nonlinear_var,1,DynGranger-F,0.9864795918367347,0.9908854166666666,0.8928571428571429,6.0,0.9583333333333334,28.0,0.16666666666666666
nonlinear_var,1,STCG-v0,0.9548469387755102,0.92578125,0.6785714285714286,18.0,0.9583333333333334,28.0,0.16666666666666666
nonlinear_var,1,STCG-v1,0.988265306122449,0.98046875,0.8928571428571429,6.0,0.9583333333333334,28.0,0.16666666666666666
