generator,seed,metric,method_a,method_b,value_a,value_b,raw_diff_a_minus_b,improvement
var,18,precision_at_k,STCG-v1,DynVAR-Lasso,0.7419354838709677,0.7419354838709677,0.0,0.0
var,19,precision_at_k,STCG-v1,DynVAR-Lasso,0.6,0.6571428571428571,-0.05714285714285716,-0.05714285714285716
var,0,shd,STCG-v1,DynVAR-Lasso,16.0,24.0,-8.0,8.0
var,1,shd,STCG-v1,DynVAR-Lasso,18.0,22.0,-4.0,4.0
var,2,shd,STCG-v1,DynVAR-Lasso,16.0,14.0,2.0,-2.0
var,3,shd,STCG-v1,DynVAR-Lasso,22.0,24.0,-2.0,2.0
var,4,shd,STCG-v1,DynVAR-Lasso,22.0,22.0,0.0,-0.0
var,5,shd,STCG-v1,DynVAR-Lasso,18.0,20.0,-2.0,2.0
var,6,shd,STCG-v1,DynVAR-Lasso,20.0,20.0,0.0,-0.0
var,7,shd,STCG-v1,DynVAR-Lasso,24.0,24.0,0.0,-0.0
var,8,shd,STCG-v1,DynVAR-Lasso,22.0,18.0,4.0,-4.0
var,9,shd,STCG-v1,DynVAR-Lasso,24.0,28.0,-4.0,4.0
var,10,shd,STCG-v1,DynVAR-Lasso,14.0,22.0,-8.0,8.0
var,11,shd,STCG-v1,DynVAR-Lasso,22.0,24.0,-2.0,2.0
var,12,shd,STCG-v1,DynVAR-Lasso,12.0,10.0,2.0,-2.0
var,13,shd,STCG-v1,DynVAR-Lasso,20.0,20.0,0.0,-0.0
var,14,shd,STCG-v1,DynVAR-Lasso,22.0,22.0,0.0,-0.0
var,15,shd,STCG-v1,DynVAR-Lasso,20.0,20.0,0.0,-0.0
var,16,shd,STCG-v1,DynVAR-Lasso,22.0,26.0,-4.0,4.0
var,17,shd,STCG-v1,DynVAR-Lasso,20.0,24.0,-4.0,4.0
var,18,shd,STCG-v1,DynVAR-Lasso,16.0,16.0,0.0,-0.0
var,19,shd,STCG-v1,DynVAR-Lasso,28.0,24.0,4.0,-4.0
var,0,lag_accuracy,STCG-v1,DynVAR-Lasso,0.8571428571428571,0.8571428571428571,0.0,0.0
var,1,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9166666666666666,0.875,0.04166666666666663,0.04166666666666663
var,2,lag_accuracy,STCG-v1,DynVAR-Lasso,0.8181818181818182,0.8636363636363636,-0.045454545454545414,-0.045454545454545414
var,3,lag_accuracy,STCG-v1,DynVAR-Lasso,0.7307692307692307,0.6923076923076923,0.038461538461538436,0.038461538461538436
var,4,lag_accuracy,STCG-v1,DynVAR-Lasso,0.7916666666666666,0.75,0.04166666666666663,0.04166666666666663
var,5,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9,0.85,0.050000000000000044,0.050000000000000044
var,6,lag_accuracy,STCG-v1,DynVAR-Lasso,0.8095238095238095,0.8571428571428571,-0.04761904761904756,-0.04761904761904756
var,7,lag_accuracy,STCG-v1,DynVAR-Lasso,0.8888888888888888,0.9629629629629629,-0.07407407407407407,-0.07407407407407407
var,8,lag_accuracy,STCG-v1,DynVAR-Lasso,0.8333333333333334,0.8333333333333334,0.0,0.0
var,9,lag_accuracy,STCG-v1,DynVAR-Lasso,0.6086956521739131,0.6956521739130435,-0.08695652173913038,-0.08695652173913038
var,10,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9090909090909091,0.9090909090909091,0.0,0.0
var,11,lag_accuracy,STCG-v1,DynVAR-Lasso,0.8787878787878788,0.8181818181818182,0.06060606060606055,0.06060606060606055
var,12,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9523809523809523,1.0,-0.04761904761904767,-0.04761904761904767
var,13,lag_accuracy,STCG-v1,DynVAR-Lasso,0.8461538461538461,0.8461538461538461,0.0,0.0
var,14,lag_accuracy,STCG-v1,DynVAR-Lasso,0.782608695652174,0.7391304347826086,0.0434782608695653,0.0434782608695653
var,15,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9444444444444444,0.8888888888888888,0.05555555555555558,0.05555555555555558
var,16,lag_accuracy,STCG-v1,DynVAR-Lasso,0.875,0.875,0.0,0.0
var,17,lag_accuracy,STCG-v1,DynVAR-Lasso,0.896551724137931,0.896551724137931,0.0,0.0
var,18,lag_accuracy,STCG-v1,DynVAR-Lasso,0.88,0.92,-0.040000000000000036,-0.040000000000000036
var,19,lag_accuracy,STCG-v1,DynVAR-Lasso,0.7777777777777778,0.8148148148148148,-0.03703703703703698,-0.03703703703703698
nonlinear_var,0,edge_auc,STCG-v1,DynVAR-Lasso,0.8377104377104377,0.7955106621773288,0.04219977553310894,0.04219977553310894
nonlinear_var,1,edge_auc,STCG-v1,DynVAR-Lasso,0.988265306122449,0.9734693877551021,0.01479591836734695,0.01479591836734695
nonlinear_var,2,edge_auc,STCG-v1,DynVAR-Lasso,0.9982008995502248,0.9922038980509745,0.0059970014992503096,0.0059970014992503096
nonlinear_var,3,edge_auc,STCG-v1,DynVAR-Lasso,0.9928057553956835,0.9796576531877946,0.013148102207888868,0.013148102207888868
nonlinear_var,4,edge_auc,STCG-v1,DynVAR-Lasso,0.9861863488624052,0.9710184182015168,0.015167930660888396,0.015167930660888396
nonlinear_var,5,edge_auc,STCG-v1,DynVAR-Lasso,0.9704861111111112,0.9505208333333334,0.01996527777777779,0.01996527777777779
nonlinear_var,6,edge_auc,STCG-v1,DynVAR-Lasso,0.928951048951049,0.8995804195804196,0.029370629370629397,0.029370629370629397
nonlinear_var,7,edge_auc,STCG-v1,DynVAR-Lasso,0.9935553168635876,0.9903329752953813,0.0032223415682062218,0.0032223415682062218
nonlinear_var,8,edge_auc,STCG-v1,DynVAR-Lasso,0.9830917874396136,0.9821256038647344,0.0009661835748792091,0.0009661835748792091
nonlinear_var,9,edge_auc,STCG-v1,DynVAR-Lasso,0.9936425712267483,0.9896397457028491,0.0040028255238991894,0.0040028255238991894
nonlinear_var,10,edge_auc,STCG-v1,DynVAR-Lasso,0.9880922847928554,0.9804018853882411,0.007690399404614245,0.007690399404614245
nonlinear_var,11,edge_auc,STCG-v1,DynVAR-Lasso,0.944331983805668,0.937246963562753,0.007085020242914908,0.007085020242914908
nonlinear_var,12,edge_auc,STCG-v1,DynVAR-Lasso,0.9994582881906826,0.997020585048754,0.0024377031419285933,0.0024377031419285933
nonlinear_var,13,edge_auc,STCG-v1,DynVAR-Lasso,0.992465269602072,0.9842241582293384,0.008241111372733645,0.008241111372733645
nonlinear_var,14,edge_auc,STCG-v1,DynVAR-Lasso,0.9889676910953507,0.9810874704491725,0.007880220646178104,0.007880220646178104
nonlinear_var,15,edge_auc,STCG-v1,DynVAR-Lasso,0.9473379629629629,0.9351851851851852,0.012152777777777679,0.012152777777777679
nonlinear_var,16,edge_auc,STCG-v1,DynVAR-Lasso,0.8993488372093024,0.8682790697674418,0.03106976744186052,0.03106976744186052
nonlinear_var,17,edge_auc,STCG-v1,DynVAR-Lasso,0.9863915715539947,0.9760755048287972,0.01031606672519747,0.01031606672519747
nonlinear_var,18,edge_auc,STCG-v1,DynVAR-Lasso,0.9828113962797269,0.9740993642571226,0.008712032022604288,0.008712032022604288
nonlinear_var,19,edge_auc,STCG-v1,DynVAR-Lasso,0.9791621911922663,0.9551020408163265,0.02406015037593978,0.02406015037593978
nonlinear_var,0,pair_auc,STCG-v1,DynVAR-Lasso,0.9553571428571429,0.8826530612244898,0.07270408163265307,0.07270408163265307
nonlinear_var,1,pair_auc,STCG-v1,DynVAR-Lasso,0.98046875,0.94921875,0.03125,0.03125
nonlinear_var,2,pair_auc,STCG-v1,DynVAR-Lasso,0.9946524064171123,0.983957219251337,0.010695187165775333,0.010695187165775333
nonlinear_var,3,pair_auc,STCG-v1,DynVAR-Lasso,0.985897435897436,0.9551282051282052,0.03076923076923077,0.03076923076923077
nonlinear_var,4,pair_auc,STCG-v1,DynVAR-Lasso,0.96875,0.9505208333333334,0.01822916666666663,0.01822916666666663
nonlinear_var,5,pair_auc,STCG-v1,DynVAR-Lasso,0.9763888888888889,0.9513888888888888,0.025000000000000022,0.025000000000000022
nonlinear_var,6,pair_auc,STCG-v1,DynVAR-Lasso,0.9238095238095239,0.8653061224489796,0.058503401360544216,0.058503401360544216
nonlinear_var,7,pair_auc,STCG-v1,DynVAR-Lasso,0.9974457215836526,0.9923371647509579,0.005108556832694733,0.005108556832694733
nonlinear_var,8,pair_auc,STCG-v1,DynVAR-Lasso,0.9895833333333334,0.9817708333333334,0.0078125,0.0078125
nonlinear_var,9,pair_auc,STCG-v1,DynVAR-Lasso,0.9881422924901185,0.9802371541501976,0.007905138339920903,0.007905138339920903
nonlinear_var,10,pair_auc,STCG-v1,DynVAR-Lasso,0.9879679144385026,0.9719251336898396,0.016042780748663055,0.016042780748663055
nonlinear_var,11,pair_auc,STCG-v1,DynVAR-Lasso,0.9169960474308301,0.9038208168642952,0.013175230566534912,0.013175230566534912
nonlinear_var,12,pair_auc,STCG-v1,DynVAR-Lasso,1.0,0.9959183673469387,0.004081632653061273,0.004081632653061273
nonlinear_var,13,pair_auc,STCG-v1,DynVAR-Lasso,0.9794871794871794,0.9602564102564103,0.019230769230769162,0.019230769230769162
nonlinear_var,14,pair_auc,STCG-v1,DynVAR-Lasso,0.9710144927536232,0.9525691699604744,0.01844532279314881,0.01844532279314881
nonlinear_var,15,pair_auc,STCG-v1,DynVAR-Lasso,0.9269005847953217,0.9210526315789473,0.005847953216374324,0.005847953216374324
nonlinear_var,16,pair_auc,STCG-v1,DynVAR-Lasso,0.875,0.8294270833333334,0.04557291666666663,0.04557291666666663
nonlinear_var,17,pair_auc,STCG-v1,DynVAR-Lasso,0.9770114942528736,0.9782886334610472,-0.0012771392081736277,-0.0012771392081736277
nonlinear_var,18,pair_auc,STCG-v1,DynVAR-Lasso,0.9638709677419355,0.9638709677419355,0.0,0.0
nonlinear_var,19,pair_auc,STCG-v1,DynVAR-Lasso,0.9272030651340997,0.8773946360153256,0.049808429118774034,0.049808429118774034
nonlinear_var,0,precision_at_k,STCG-v1,DynVAR-Lasso,0.6666666666666666,0.6060606060606061,0.06060606060606055,0.06060606060606055
nonlinear_var,1,precision_at_k,STCG-v1,DynVAR-Lasso,0.8928571428571429,0.75,0.1428571428571429,0.1428571428571429
nonlinear_var,2,precision_at_k,STCG-v1,DynVAR-Lasso,0.9565217391304348,0.9565217391304348,0.0,0.0
nonlinear_var,3,precision_at_k,STCG-v1,DynVAR-Lasso,0.896551724137931,0.8275862068965517,0.06896551724137934,0.06896551724137934
nonlinear_var,4,precision_at_k,STCG-v1,DynVAR-Lasso,0.9230769230769231,0.9230769230769231,0.0,0.0
nonlinear_var,5,precision_at_k,STCG-v1,DynVAR-Lasso,0.8333333333333334,0.75,0.08333333333333337,0.08333333333333337
nonlinear_var,6,precision_at_k,STCG-v1,DynVAR-Lasso,0.76,0.72,0.040000000000000036,0.040000000000000036
nonlinear_var,7,precision_at_k,STCG-v1,DynVAR-Lasso,0.9142857142857143,0.8857142857142857,0.02857142857142858,0.02857142857142858
nonlinear_var,8,precision_at_k,STCG-v1,DynVAR-Lasso,0.9,0.8333333333333334,0.06666666666666665,0.06666666666666665
nonlinear_var,9,precision_at_k,STCG-v1,DynVAR-Lasso,0.9354838709677419,0.8709677419354839,0.06451612903225801,0.06451612903225801
nonlinear_var,10,precision_at_k,STCG-v1,DynVAR-Lasso,0.9310344827586207,0.896551724137931,0.03448275862068961,0.03448275862068961
nonlinear_var,11,precision_at_k,STCG-v1,DynVAR-Lasso,0.7631578947368421,0.7631578947368421,0.0,0.0
nonlinear_var,12,precision_at_k,STCG-v1,DynVAR-Lasso,0.9615384615384616,0.9615384615384616,0.0,0.0
nonlinear_var,13,precision_at_k,STCG-v1,DynVAR-Lasso,0.8709677419354839,0.8387096774193549,0.032258064516129004,0.032258064516129004
nonlinear_var,14,precision_at_k,STCG-v1,DynVAR-Lasso,0.8518518518518519,0.8518518518518519,0.0,0.0
nonlinear_var,15,precision_at_k,STCG-v1,DynVAR-Lasso,0.875,0.8333333333333334,0.04166666666666663,0.04166666666666663
nonlinear_var,16,precision_at_k,STCG-v1,DynVAR-Lasso,0.6511627906976745,0.6046511627906976,0.04651162790697683,0.04651162790697683
nonlinear_var,17,precision_at_k,STCG-v1,DynVAR-Lasso,0.8823529411764706,0.8529411764705882,0.02941176470588236,0.02941176470588236
nonlinear_var,18,precision_at_k,STCG-v1,DynVAR-Lasso,0.9032258064516129,0.9032258064516129,0.0,0.0
nonlinear_var,19,precision_at_k,STCG-v1,DynVAR-Lasso,0.8285714285714286,0.7714285714285715,0.05714285714285716,0.05714285714285716
nonlinear_var,0,shd,STCG-v1,DynVAR-Lasso,22.0,26.0,-4.0,4.0
nonlinear_var,1,shd,STCG-v1,DynVAR-Lasso,6.0,14.0,-8.0,8.0
nonlinear_var,2,shd,STCG-v1,DynVAR-Lasso,2.0,2.0,0.0,-0.0
nonlinear_var,3,shd,STCG-v1,DynVAR-Lasso,6.0,10.0,-4.0,4.0
nonlinear_var,4,shd,STCG-v1,DynVAR-Lasso,4.0,4.0,0.0,-0.0
nonlinear_var,5,shd,STCG-v1,DynVAR-Lasso,8.0,12.0,-4.0,4.0
nonlinear_var,6,shd,STCG-v1,DynVAR-Lasso,12.0,14.0,-2.0,2.0
nonlinear_var,7,shd,STCG-v1,DynVAR-Lasso,6.0,8.0,-2.0,2.0
nonlinear_var,8,shd,STCG-v1,DynVAR-Lasso,6.0,10.0,-4.0,4.0
nonlinear_var,9,shd,STCG-v1,DynVAR-Lasso,4.0,8.0,-4.0,4.0
nonlinear_var,10,shd,STCG-v1,DynVAR-Lasso,4.0,6.0,-2.0,2.0
nonlinear_var,11,shd,STCG-v1,DynVAR-Lasso,18.0,18.0,0.0,-0.0
nonlinear_var,12,shd,STCG-v1,DynVAR-Lasso,2.0,2.0,0.0,-0.0
nonlinear_var,13,shd,STCG-v1,DynVAR-Lasso,8.0,10.0,-2.0,2.0
nonlinear_var,14,shd,STCG-v1,DynVAR-Lasso,8.0,8.0,0.0,-0.0
nonlinear_var,15,shd,STCG-v1,DynVAR-Lasso,6.0,8.0,-2.0,2.0
nonlinear_var,16,shd,STCG-v1,DynVAR-Lasso,30.0,34.0,-4.0,4.0
nonlinear_var,17,shd,STCG-v1,DynVAR-Lasso,8.0,10.0,-2.0,2.0
nonlinear_var,18,shd,STCG-v1,DynVAR-Lasso,6.0,6.0,0.0,-0.0
nonlinear_var,19,shd,STCG-v1,DynVAR-Lasso,12.0,16.0,-4.0,4.0
nonlinear_var,0,lag_accuracy,STCG-v1,DynVAR-Lasso,0.7857142857142857,0.75,0.0357142857142857,0.0357142857142857
nonlinear_var,1,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9583333333333334,0.9583333333333334,0.0,0.0
nonlinear_var,2,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,3,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,4,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,0.9583333333333334,0.04166666666666663,0.04166666666666663
nonlinear_var,5,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,6,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,7,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,8,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9583333333333334,0.9583333333333334,0.0,0.0
nonlinear_var,9,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,10,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,11,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9696969696969697,0.9393939393939394,0.030303030303030276,0.030303030303030276
nonlinear_var,12,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,13,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,14,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
nonlinear_var,15,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9444444444444444,0.9444444444444444,0.0,0.0
nonlinear_var,16,lag_accuracy,STCG-v1,DynVAR-Lasso,0.96875,0.9375,0.03125,0.03125
nonlinear_var,17,lag_accuracy,STCG-v1,DynVAR-Lasso,0.9655172413793104,0.9655172413793104,0.0,0.0
nonlinear_var,18,lag_accuracy,STCG-v1,DynVAR-Lasso,0.96,0.96,0.0,0.0
nonlinear_var,19,lag_accuracy,STCG-v1,DynVAR-Lasso,1.0,1.0,0.0,0.0
switching_var,0,edge_auc,STCG-v1,DynVAR-Lasso,0.9037900874635568,0.8626307665923513,0.04115932087120555,0.04115932087120555
switching_var,1,edge_auc,STCG-v1,DynVAR-Lasso,0.7941845354126056,0.7691682910981157,0.0250162443144899,0.0250162443144899
switching_var,2,edge_auc,STCG-v1,DynVAR-Lasso,0.8575928381962865,0.8433355437665783,0.014257294429708245,0.014257294429708245
switching_var,3,edge_auc,STCG-v1,DynVAR-Lasso,0.7884173433430366,0.770185383790409,0.018231959552627575,0.018231959552627575
switching_var,4,edge_auc,STCG-v1,DynVAR-Lasso,0.8577634754625905,0.8344328238133548,0.023330651649235645,0.023330651649235645
switching_var,5,edge_auc,STCG-v1,DynVAR-Lasso,0.8528301886792453,0.8251025430680886,0.027727645611156704,0.027727645611156704
switching_var,6,edge_auc,STCG-v1,DynVAR-Lasso,0.7966856735566643,0.7908054169636494,0.005880256593014943,0.005880256593014943
switching_var,7,edge_auc,STCG-v1,DynVAR-Lasso,0.6924752807105748,0.7161052455170103,-0.023629964806435422,-0.023629964806435422
switching_var,8,edge_auc,STCG-v1,DynVAR-Lasso,0.7647335423197492,0.752037617554859,0.012695924764890232,0.012695924764890232
switching_var,9,edge_auc,STCG-v1,DynVAR-Lasso,0.7540752351097179,0.7421630094043887,0.011912225705329127,0.011912225705329127
switching_var,10,edge_auc,STCG-v1,DynVAR-Lasso,0.8180475799835931,0.7998359310910582,0.018211648892534904,0.018211648892534904
switching_var,11,edge_auc,STCG-v1,DynVAR-Lasso,0.829444891391794,0.8038616251005631,0.025583266291230866,0.025583266291230866
switching_var,12,edge_auc,STCG-v1,DynVAR-Lasso,0.8042560103963613,0.8248862897985705,-0.020630279402209184,-0.020630279402209184
switching_var,13,edge_auc,STCG-v1,DynVAR-Lasso,0.8147335423197493,0.8032915360501567,0.011442006269592575,0.011442006269592575
switching_var,14,edge_auc,STCG-v1,DynVAR-Lasso,0.8337491090520314,0.8455096222380613,-0.011760513186029886,-0.011760513186029886
switching_var,15,edge_auc,STCG-v1,DynVAR-Lasso,0.7927655024946543,0.7795794725588026,0.013186029935851717,0.013186029935851717
switching_var,16,edge_auc,STCG-v1,DynVAR-Lasso,0.7746583481877599,0.7412358882947119,0.03342245989304804,0.03342245989304804
switching_var,17,edge_auc,STCG-v1,DynVAR-Lasso,0.8302507836990596,0.8018808777429467,0.028369905956112884,0.028369905956112884
switching_var,18,edge_auc,STCG-v1,DynVAR-Lasso,0.8786549707602339,0.847953216374269,0.030701754385964897,0.030701754385964897
switching_var,19,edge_auc,STCG-v1,DynVAR-Lasso,0.8101034692635423,0.8084297017650639,0.0016737674984783624,0.0016737674984783624
switching_var,0,pair_auc,STCG-v1,DynVAR-Lasso,0.9305555555555556,0.8875,0.043055555555555625,0.043055555555555625
switching_var,1,pair_auc,STCG-v1,DynVAR-Lasso,0.8845528455284553,0.8390243902439024,0.04552845528455285,0.04552845528455285
switching_var,2,pair_auc,STCG-v1,DynVAR-Lasso,0.9,0.9203125,-0.020312499999999956,-0.020312499999999956
switching_var,3,pair_auc,STCG-v1,DynVAR-Lasso,0.8860544217687075,0.8486394557823129,0.0374149659863946,0.0374149659863946
switching_var,4,pair_auc,STCG-v1,DynVAR-Lasso,0.8943089430894309,0.8845528455284553,0.009756097560975618,0.009756097560975618
switching_var,5,pair_auc,STCG-v1,DynVAR-Lasso,0.8757309941520468,0.881578947368421,-0.005847953216374213,-0.005847953216374213
switching_var,6,pair_auc,STCG-v1,DynVAR-Lasso,0.7733860342555995,0.8168642951251647,-0.04347826086956519,-0.04347826086956519
switching_var,7,pair_auc,STCG-v1,DynVAR-Lasso,0.7597222222222222,0.7694444444444445,-0.009722222222222299,-0.009722222222222299
