generator,seed,method,edge_auc,pair_auc,precision_at_k,shd,lag_accuracy,true_edges,edge_density,inferred_state_count,oracle_state_count,oracle_window_purity
switching_var,3,STCG-v1/inferred-state,0.7884173433430366,0.8860544217687075,0.6721311475409836,40.0,0.7619047619047619,61.0,0.3630952380952381,2,nan,nan
switching_var,3,Oracle-state upper bound,0.7885705530871764,0.8792517006802721,0.6721311475409836,40.0,0.7619047619047619,61.0,0.3630952380952381,nan,2,0.9166666666666666
switching_var,4,DynVAR-Lasso,0.8344328238133548,0.8845528455284553,0.7090909090909091,32.0,0.8780487804878049,55.0,0.3273809523809524,nan,nan,nan
switching_var,4,STCG-v1/no-state,0.8344328238133548,0.8845528455284553,0.7090909090909091,32.0,0.8780487804878049,55.0,0.3273809523809524,nan,nan,nan
switching_var,4,STCG-v1/inferred-state,0.8577634754625905,0.8943089430894309,0.7090909090909091,32.0,0.8292682926829268,55.0,0.3273809523809524,2,nan,nan
switching_var,4,Oracle-state upper bound,0.8577634754625905,0.8943089430894309,0.7090909090909091,32.0,0.8292682926829268,55.0,0.3273809523809524,nan,2,0.9166666666666666
switching_var,5,DynVAR-Lasso,0.8251025430680886,0.881578947368421,0.6792452830188679,34.0,0.7631578947368421,53.0,0.31547619047619047,nan,nan,nan
switching_var,5,STCG-v1/no-state,0.8251025430680886,0.881578947368421,0.6792452830188679,34.0,0.7631578947368421,53.0,0.31547619047619047,nan,nan,nan
switching_var,5,STCG-v1/inferred-state,0.8528301886792453,0.8757309941520468,0.7169811320754716,30.0,0.7894736842105263,53.0,0.31547619047619047,2,nan,nan
switching_var,5,Oracle-state upper bound,0.8528301886792453,0.8757309941520468,0.7169811320754716,30.0,0.7894736842105263,53.0,0.31547619047619047,nan,2,0.9166666666666666
switching_var,6,DynVAR-Lasso,0.7908054169636494,0.8168642951251647,0.6739130434782609,30.0,0.8484848484848485,46.0,0.27380952380952384,nan,nan,nan
switching_var,6,STCG-v1/no-state,0.7908054169636494,0.8168642951251647,0.6739130434782609,30.0,0.8484848484848485,46.0,0.27380952380952384,nan,nan,nan
switching_var,6,STCG-v1/inferred-state,0.7966856735566643,0.7733860342555995,0.6521739130434783,32.0,0.8181818181818182,46.0,0.27380952380952384,2,nan,nan
switching_var,6,Oracle-state upper bound,0.7966856735566643,0.7733860342555995,0.6521739130434783,32.0,0.8181818181818182,46.0,0.27380952380952384,nan,2,0.9166666666666666
switching_var,7,DynVAR-Lasso,0.7161052455170103,0.7694444444444445,0.5098039215686274,50.0,0.6944444444444444,51.0,0.30357142857142855,nan,nan,nan
switching_var,7,STCG-v1/no-state,0.7161052455170103,0.7694444444444445,0.5098039215686274,50.0,0.6944444444444444,51.0,0.30357142857142855,nan,nan,nan
switching_var,7,STCG-v1/inferred-state,0.6924752807105748,0.7597222222222222,0.49019607843137253,52.0,0.6666666666666666,51.0,0.30357142857142855,2,nan,nan
switching_var,7,Oracle-state upper bound,0.6924752807105748,0.7597222222222222,0.49019607843137253,52.0,0.6666666666666666,51.0,0.30357142857142855,nan,2,0.9166666666666666
switching_var,8,DynVAR-Lasso,0.752037617554859,0.7677224736048266,0.6379310344827587,42.0,0.7692307692307693,58.0,0.34523809523809523,nan,nan,nan
switching_var,8,STCG-v1/no-state,0.752037617554859,0.7677224736048266,0.6379310344827587,42.0,0.7692307692307693,58.0,0.34523809523809523,nan,nan,nan
switching_var,8,STCG-v1/inferred-state,0.7647335423197492,0.803921568627451,0.6379310344827587,42.0,0.7948717948717948,58.0,0.34523809523809523,2,nan,nan
switching_var,8,Oracle-state upper bound,0.777115987460815,0.7722473604826546,0.6551724137931034,40.0,0.8461538461538461,58.0,0.34523809523809523,nan,2,0.9166666666666666
switching_var,9,DynVAR-Lasso,0.7421630094043887,0.7602339181286549,0.603448275862069,46.0,0.7105263157894737,58.0,0.34523809523809523,nan,nan,nan
switching_var,9,STCG-v1/no-state,0.7421630094043887,0.7602339181286549,0.603448275862069,46.0,0.7105263157894737,58.0,0.34523809523809523,nan,nan,nan
switching_var,9,STCG-v1/inferred-state,0.7540752351097179,0.7880116959064327,0.6206896551724138,44.0,0.7105263157894737,58.0,0.34523809523809523,2,nan,nan
switching_var,9,Oracle-state upper bound,0.7540752351097179,0.7880116959064327,0.6206896551724138,44.0,0.7105263157894737,58.0,0.34523809523809523,nan,2,0.9166666666666666
switching_var,10,DynVAR-Lasso,0.7998359310910582,0.8026315789473685,0.6415094339622641,38.0,0.8157894736842105,53.0,0.31547619047619047,nan,nan,nan
switching_var,10,STCG-v1/no-state,0.7998359310910582,0.8026315789473685,0.6415094339622641,38.0,0.8157894736842105,53.0,0.31547619047619047,nan,nan,nan
switching_var,10,STCG-v1/inferred-state,0.8180475799835931,0.8611111111111112,0.660377358490566,36.0,0.8157894736842105,53.0,0.31547619047619047,2,nan,nan
switching_var,10,Oracle-state upper bound,0.8180475799835931,0.8611111111111112,0.660377358490566,36.0,0.8157894736842105,53.0,0.31547619047619047,nan,2,0.9166666666666666
switching_var,11,DynVAR-Lasso,0.8038616251005631,0.7210884353741497,0.6545454545454545,38.0,0.7857142857142857,55.0,0.3273809523809524,nan,nan,nan
switching_var,11,STCG-v1/no-state,0.8038616251005631,0.7210884353741497,0.6545454545454545,38.0,0.7857142857142857,55.0,0.3273809523809524,nan,nan,nan
switching_var,11,STCG-v1/inferred-state,0.829444891391794,0.8163265306122449,0.7090909090909091,32.0,0.7857142857142857,55.0,0.3273809523809524,2,nan,nan
switching_var,11,Oracle-state upper bound,0.829444891391794,0.8163265306122449,0.7090909090909091,32.0,0.7857142857142857,55.0,0.3273809523809524,nan,2,0.9166666666666666
switching_var,12,DynVAR-Lasso,0.8248862897985705,0.8666666666666667,0.6296296296296297,40.0,0.8888888888888888,54.0,0.32142857142857145,nan,nan,nan
switching_var,12,STCG-v1/no-state,0.8248862897985705,0.8666666666666667,0.6296296296296297,40.0,0.8888888888888888,54.0,0.32142857142857145,nan,nan,nan
switching_var,12,STCG-v1/inferred-state,0.8042560103963613,0.8583333333333333,0.6666666666666666,36.0,0.8333333333333334,54.0,0.32142857142857145,2,nan,nan
switching_var,12,Oracle-state upper bound,0.8042560103963613,0.8583333333333333,0.6666666666666666,36.0,0.8333333333333334,54.0,0.32142857142857145,nan,2,0.9166666666666666
switching_var,13,DynVAR-Lasso,0.8032915360501567,0.8341463414634146,0.6379310344827587,42.0,0.8536585365853658,58.0,0.34523809523809523,nan,nan,nan
switching_var,13,STCG-v1/no-state,0.8032915360501567,0.8341463414634146,0.6379310344827587,42.0,0.8536585365853658,58.0,0.34523809523809523,nan,nan,nan
switching_var,13,STCG-v1/inferred-state,0.8147335423197493,0.7934959349593496,0.6551724137931034,40.0,0.8536585365853658,58.0,0.34523809523809523,2,nan,nan
switching_var,13,Oracle-state upper bound,0.8238244514106583,0.791869918699187,0.6551724137931034,40.0,0.8048780487804879,58.0,0.34523809523809523,nan,2,0.9166666666666666
switching_var,14,DynVAR-Lasso,0.8455096222380613,0.7782312925170068,0.6086956521739131,36.0,0.8285714285714286,46.0,0.27380952380952384,nan,nan,nan
switching_var,14,STCG-v1/no-state,0.8455096222380613,0.7782312925170068,0.6086956521739131,36.0,0.8285714285714286,46.0,0.27380952380952384,nan,nan,nan
switching_var,14,STCG-v1/inferred-state,0.8337491090520314,0.7387755102040816,0.6304347826086957,34.0,0.8571428571428571,46.0,0.27380952380952384,2,nan,nan
switching_var,14,Oracle-state upper bound,0.8337491090520314,0.7387755102040816,0.6304347826086957,34.0,0.8571428571428571,46.0,0.27380952380952384,nan,2,0.9166666666666666
switching_var,15,DynVAR-Lasso,0.7795794725588026,0.8255208333333334,0.6304347826086957,34.0,0.6875,46.0,0.27380952380952384,nan,nan,nan
switching_var,15,STCG-v1/no-state,0.7795794725588026,0.8255208333333334,0.6304347826086957,34.0,0.6875,46.0,0.27380952380952384,nan,nan,nan
switching_var,15,STCG-v1/inferred-state,0.7927655024946543,0.7877604166666666,0.6304347826086957,34.0,0.84375,46.0,0.27380952380952384,2,nan,nan
switching_var,15,Oracle-state upper bound,0.7927655024946543,0.7877604166666666,0.6304347826086957,34.0,0.84375,46.0,0.27380952380952384,nan,2,0.9166666666666666
switching_var,16,DynVAR-Lasso,0.7412358882947119,0.7549194991055456,0.6212121212121212,50.0,0.7209302325581395,66.0,0.39285714285714285,nan,nan,nan
switching_var,16,STCG-v1/no-state,0.7412358882947119,0.7549194991055456,0.6212121212121212,50.0,0.7209302325581395,66.0,0.39285714285714285,nan,nan,nan
switching_var,16,STCG-v1/inferred-state,0.7746583481877599,0.7906976744186046,0.696969696969697,40.0,0.7209302325581395,66.0,0.39285714285714285,2,nan,nan
switching_var,16,Oracle-state upper bound,0.7746583481877599,0.7906976744186046,0.696969696969697,40.0,0.7209302325581395,66.0,0.39285714285714285,nan,2,0.9166666666666666
switching_var,17,DynVAR-Lasso,0.8018808777429467,0.9265625,0.6724137931034483,38.0,0.825,58.0,0.34523809523809523,nan,nan,nan
switching_var,17,STCG-v1/no-state,0.8018808777429467,0.9265625,0.6724137931034483,38.0,0.825,58.0,0.34523809523809523,nan,nan,nan
switching_var,17,STCG-v1/inferred-state,0.8302507836990596,0.865625,0.7241379310344828,32.0,0.85,58.0,0.34523809523809523,2,nan,nan
switching_var,17,Oracle-state upper bound,0.831974921630094,0.9421875,0.7413793103448276,30.0,0.825,58.0,0.34523809523809523,nan,2,0.9166666666666666
switching_var,18,DynVAR-Lasso,0.847953216374269,0.881578947368421,0.7222222222222222,30.0,0.8157894736842105,54.0,0.32142857142857145,nan,nan,nan
switching_var,18,STCG-v1/no-state,0.847953216374269,0.881578947368421,0.7222222222222222,30.0,0.8157894736842105,54.0,0.32142857142857145,nan,nan,nan
switching_var,18,STCG-v1/inferred-state,0.8786549707602339,0.9312865497076024,0.7222222222222222,30.0,0.9210526315789473,54.0,0.32142857142857145,2,nan,nan
switching_var,18,Oracle-state upper bound,0.8710201429499675,0.8961988304093568,0.7222222222222222,30.0,0.8157894736842105,54.0,0.32142857142857145,nan,2,0.9166666666666666
switching_var,19,DynVAR-Lasso,0.8084297017650639,0.8260162601626017,0.6451612903225806,44.0,0.8292682926829268,62.0,0.36904761904761907,nan,nan,nan
switching_var,19,STCG-v1/no-state,0.8084297017650639,0.8260162601626017,0.6451612903225806,44.0,0.8292682926829268,62.0,0.36904761904761907,nan,nan,nan
switching_var,19,STCG-v1/inferred-state,0.8101034692635423,0.8373983739837398,0.6774193548387096,40.0,0.8536585365853658,62.0,0.36904761904761907,2,nan,nan
switching_var,19,Oracle-state upper bound,0.8101034692635423,0.8373983739837398,0.6774193548387096,40.0,0.8536585365853658,62.0,0.36904761904761907,nan,2,0.9166666666666666
