dataset,seed,window_id,start,end,center,true_label,label_purity,inferred_state,aligned_state_label,match
AReMActivities,0,27,4050,4350,4200.0,bending2,1.0,1,sitting,0
AReMActivities,0,28,4200,4500,4350.0,bending2,1.0,1,sitting,0
AReMActivities,0,29,4350,4650,4500.0,bending2,1.0,1,sitting,0
AReMActivities,0,30,4500,4800,4650.0,bending2,1.0,1,sitting,0
AReMActivities,0,31,4650,4950,4800.0,bending2,1.0,1,sitting,0
AReMActivities,0,32,4800,5100,4950.0,bending2,1.0,1,sitting,0
AReMActivities,0,33,4950,5250,5100.0,bending2,1.0,1,sitting,0
AReMActivities,0,34,5100,5400,5250.0,bending2,1.0,1,sitting,0
AReMActivities,0,35,5250,5550,5400.0,bending2,1.0,1,sitting,0
AReMActivities,0,36,5400,5700,5550.0,bending2,1.0,1,sitting,0
AReMActivities,0,37,5550,5850,5700.0,bending2,1.0,1,sitting,0
AReMActivities,0,38,5700,6000,5850.0,bending2,1.0,1,sitting,0
AReMActivities,0,39,5850,6150,6000.0,bending2,1.0,1,sitting,0
AReMActivities,0,40,6000,6300,6150.0,bending2,0.8,0,cycling,0
AReMActivities,0,41,6150,6450,6300.0,cycling,0.7,0,cycling,1
AReMActivities,0,42,6300,6600,6450.0,cycling,1.0,0,cycling,1
AReMActivities,0,43,6450,6750,6600.0,cycling,1.0,0,cycling,1
AReMActivities,0,44,6600,6900,6750.0,cycling,1.0,0,cycling,1
AReMActivities,0,45,6750,7050,6900.0,cycling,1.0,0,cycling,1
AReMActivities,0,46,6900,7200,7050.0,cycling,1.0,0,cycling,1
AReMActivities,0,47,7050,7350,7200.0,cycling,1.0,0,cycling,1
AReMActivities,0,48,7200,7500,7350.0,cycling,1.0,0,cycling,1
AReMActivities,0,49,7350,7650,7500.0,cycling,1.0,0,cycling,1
AReMActivities,0,50,7500,7800,7650.0,cycling,1.0,0,cycling,1
AReMActivities,0,51,7650,7950,7800.0,cycling,1.0,0,cycling,1
AReMActivities,0,52,7800,8100,7950.0,cycling,1.0,0,cycling,1
AReMActivities,0,53,7950,8250,8100.0,cycling,1.0,0,cycling,1
AReMActivities,0,54,8100,8400,8250.0,cycling,1.0,0,cycling,1
AReMActivities,0,55,8250,8550,8400.0,cycling,1.0,0,cycling,1
AReMActivities,0,56,8400,8700,8550.0,cycling,1.0,0,cycling,1
AReMActivities,0,57,8550,8850,8700.0,cycling,1.0,0,cycling,1
AReMActivities,0,58,8700,9000,8850.0,cycling,1.0,0,cycling,1
AReMActivities,0,59,8850,9150,9000.0,cycling,1.0,0,cycling,1
AReMActivities,0,60,9000,9300,9150.0,cycling,1.0,0,cycling,1
AReMActivities,0,61,9150,9450,9300.0,cycling,1.0,0,cycling,1
AReMActivities,0,62,9300,9600,9450.0,cycling,1.0,0,cycling,1
AReMActivities,0,63,9450,9750,9600.0,cycling,1.0,0,cycling,1
AReMActivities,0,64,9600,9900,9750.0,cycling,1.0,0,cycling,1
AReMActivities,0,65,9750,10050,9900.0,cycling,1.0,0,cycling,1
AReMActivities,0,66,9900,10200,10050.0,cycling,1.0,0,cycling,1
AReMActivities,0,67,10050,10350,10200.0,cycling,1.0,0,cycling,1
AReMActivities,0,68,10200,10500,10350.0,cycling,1.0,0,cycling,1
AReMActivities,0,69,10350,10650,10500.0,cycling,1.0,0,cycling,1
AReMActivities,0,70,10500,10800,10650.0,cycling,1.0,0,cycling,1
AReMActivities,0,71,10650,10950,10800.0,cycling,1.0,0,cycling,1
AReMActivities,0,72,10800,11100,10950.0,cycling,1.0,0,cycling,1
AReMActivities,0,73,10950,11250,11100.0,cycling,1.0,0,cycling,1
AReMActivities,0,74,11100,11400,11250.0,cycling,1.0,0,cycling,1
AReMActivities,0,75,11250,11550,11400.0,cycling,1.0,0,cycling,1
AReMActivities,0,76,11400,11700,11550.0,cycling,1.0,0,cycling,1
AReMActivities,0,77,11550,11850,11700.0,cycling,1.0,0,cycling,1
AReMActivities,0,78,11700,12000,11850.0,cycling,1.0,0,cycling,1
AReMActivities,0,79,11850,12150,12000.0,cycling,1.0,0,cycling,1
AReMActivities,0,80,12000,12300,12150.0,cycling,1.0,0,cycling,1
AReMActivities,0,81,12150,12450,12300.0,cycling,1.0,0,cycling,1
AReMActivities,0,82,12300,12600,12450.0,cycling,1.0,0,cycling,1
AReMActivities,0,83,12450,12750,12600.0,cycling,1.0,0,cycling,1
AReMActivities,0,84,12600,12900,12750.0,cycling,1.0,0,cycling,1
AReMActivities,0,85,12750,13050,12900.0,cycling,1.0,0,cycling,1
AReMActivities,0,86,12900,13200,13050.0,cycling,1.0,0,cycling,1
AReMActivities,0,87,13050,13350,13200.0,cycling,1.0,0,cycling,1
AReMActivities,0,88,13200,13500,13350.0,cycling,0.7933333333333333,0,cycling,1
AReMActivities,0,89,13350,13650,13500.0,lying,0.7066666666666667,1,sitting,0
AReMActivities,0,90,13500,13800,13650.0,lying,1.0,1,sitting,0
AReMActivities,0,91,13650,13950,13800.0,lying,1.0,1,sitting,0
AReMActivities,0,92,13800,14100,13950.0,lying,1.0,1,sitting,0
AReMActivities,0,93,13950,14250,14100.0,lying,1.0,1,sitting,0
AReMActivities,0,94,14100,14400,14250.0,lying,1.0,0,cycling,0
AReMActivities,0,95,14250,14550,14400.0,lying,1.0,1,sitting,0
AReMActivities,0,96,14400,14700,14550.0,lying,1.0,1,sitting,0
AReMActivities,0,97,14550,14850,14700.0,lying,1.0,1,sitting,0
AReMActivities,0,98,14700,15000,14850.0,lying,1.0,1,sitting,0
AReMActivities,0,99,14850,15150,15000.0,lying,1.0,1,sitting,0
AReMActivities,0,100,15000,15300,15150.0,lying,1.0,0,cycling,0
AReMActivities,0,101,15150,15450,15300.0,lying,1.0,1,sitting,0
AReMActivities,0,102,15300,15600,15450.0,lying,1.0,1,sitting,0
AReMActivities,0,103,15450,15750,15600.0,lying,1.0,1,sitting,0
AReMActivities,0,104,15600,15900,15750.0,lying,1.0,1,sitting,0
AReMActivities,0,105,15750,16050,15900.0,lying,1.0,1,sitting,0
AReMActivities,0,106,15900,16200,16050.0,lying,1.0,1,sitting,0
AReMActivities,0,107,16050,16350,16200.0,lying,1.0,1,sitting,0
AReMActivities,0,108,16200,16500,16350.0,lying,1.0,1,sitting,0
AReMActivities,0,109,16350,16650,16500.0,lying,1.0,1,sitting,0
AReMActivities,0,110,16500,16800,16650.0,lying,1.0,1,sitting,0
AReMActivities,0,111,16650,16950,16800.0,lying,1.0,1,sitting,0
AReMActivities,0,112,16800,17100,16950.0,lying,1.0,1,sitting,0
AReMActivities,0,113,16950,17250,17100.0,lying,1.0,1,sitting,0
AReMActivities,0,114,17100,17400,17250.0,lying,1.0,1,sitting,0
AReMActivities,0,115,17250,17550,17400.0,lying,1.0,1,sitting,0
AReMActivities,0,116,17400,17700,17550.0,lying,1.0,1,sitting,0
AReMActivities,0,117,17550,17850,17700.0,lying,1.0,1,sitting,0
AReMActivities,0,118,17700,18000,17850.0,lying,1.0,1,sitting,0
AReMActivities,0,119,17850,18150,18000.0,lying,1.0,1,sitting,0
AReMActivities,0,120,18000,18300,18150.0,lying,1.0,1,sitting,0
AReMActivities,0,121,18150,18450,18300.0,lying,1.0,1,sitting,0
AReMActivities,0,122,18300,18600,18450.0,lying,1.0,1,sitting,0
AReMActivities,0,123,18450,18750,18600.0,lying,1.0,1,sitting,0
AReMActivities,0,124,18600,18900,18750.0,lying,1.0,1,sitting,0
AReMActivities,0,125,18750,19050,18900.0,lying,1.0,1,sitting,0
AReMActivities,0,126,18900,19200,19050.0,lying,1.0,1,sitting,0
AReMActivities,0,127,19050,19350,19200.0,lying,1.0,1,sitting,0
AReMActivities,0,128,19200,19500,19350.0,lying,1.0,1,sitting,0
AReMActivities,0,129,19350,19650,19500.0,lying,1.0,1,sitting,0
AReMActivities,0,130,19500,19800,19650.0,lying,1.0,1,sitting,0
AReMActivities,0,131,19650,19950,19800.0,lying,1.0,1,sitting,0
AReMActivities,0,132,19800,20100,19950.0,lying,1.0,1,sitting,0
AReMActivities,0,133,19950,20250,20100.0,lying,1.0,1,sitting,0
AReMActivities,0,134,20100,20400,20250.0,lying,1.0,1,sitting,0
AReMActivities,0,135,20250,20550,20400.0,lying,1.0,1,sitting,0
AReMActivities,0,136,20400,20700,20550.0,lying,0.7933333333333333,1,sitting,0
AReMActivities,0,137,20550,20850,20700.0,sitting,0.7066666666666667,1,sitting,1
AReMActivities,0,138,20700,21000,20850.0,sitting,1.0,1,sitting,1
AReMActivities,0,139,20850,21150,21000.0,sitting,1.0,1,sitting,1
AReMActivities,0,140,21000,21300,21150.0,sitting,1.0,1,sitting,1
AReMActivities,0,141,21150,21450,21300.0,sitting,1.0,1,sitting,1
AReMActivities,0,142,21300,21600,21450.0,sitting,1.0,1,sitting,1
AReMActivities,0,143,21450,21750,21600.0,sitting,1.0,1,sitting,1
AReMActivities,0,144,21600,21900,21750.0,sitting,1.0,1,sitting,1
AReMActivities,0,145,21750,22050,21900.0,sitting,1.0,1,sitting,1
AReMActivities,0,146,21900,22200,22050.0,sitting,1.0,1,sitting,1
AReMActivities,0,147,22050,22350,22200.0,sitting,1.0,1,sitting,1
AReMActivities,0,148,22200,22500,22350.0,sitting,1.0,1,sitting,1
AReMActivities,0,149,22350,22650,22500.0,sitting,1.0,1,sitting,1
AReMActivities,0,150,22500,22800,22650.0,sitting,1.0,1,sitting,1
AReMActivities,0,151,22650,22950,22800.0,sitting,1.0,1,sitting,1
AReMActivities,0,152,22800,23100,22950.0,sitting,1.0,1,sitting,1
AReMActivities,0,153,22950,23250,23100.0,sitting,1.0,1,sitting,1
AReMActivities,0,154,23100,23400,23250.0,sitting,1.0,1,sitting,1
AReMActivities,0,155,23250,23550,23400.0,sitting,1.0,1,sitting,1
AReMActivities,0,156,23400,23700,23550.0,sitting,1.0,1,sitting,1
AReMActivities,0,157,23550,23850,23700.0,sitting,1.0,1,sitting,1
AReMActivities,0,158,23700,24000,23850.0,sitting,1.0,1,sitting,1
AReMActivities,0,159,23850,24150,24000.0,sitting,1.0,1,sitting,1
AReMActivities,0,160,24000,24300,24150.0,sitting,1.0,1,sitting,1
AReMActivities,0,161,24150,24450,24300.0,sitting,1.0,1,sitting,1
AReMActivities,0,162,24300,24600,24450.0,sitting,1.0,1,sitting,1
AReMActivities,0,163,24450,24750,24600.0,sitting,1.0,1,sitting,1
AReMActivities,0,164,24600,24900,24750.0,sitting,1.0,1,sitting,1
AReMActivities,0,165,24750,25050,24900.0,sitting,1.0,1,sitting,1
AReMActivities,0,166,24900,25200,25050.0,sitting,1.0,1,sitting,1
AReMActivities,0,167,25050,25350,25200.0,sitting,1.0,1,sitting,1
AReMActivities,0,168,25200,25500,25350.0,sitting,1.0,1,sitting,1
AReMActivities,0,169,25350,25650,25500.0,sitting,1.0,1,sitting,1
AReMActivities,0,170,25500,25800,25650.0,sitting,1.0,1,sitting,1
AReMActivities,0,171,25650,25950,25800.0,sitting,1.0,1,sitting,1
AReMActivities,0,172,25800,26100,25950.0,sitting,1.0,1,sitting,1
AReMActivities,0,173,25950,26250,26100.0,sitting,1.0,1,sitting,1
AReMActivities,0,174,26100,26400,26250.0,sitting,1.0,1,sitting,1
AReMActivities,0,175,26250,26550,26400.0,sitting,1.0,1,sitting,1
AReMActivities,0,176,26400,26700,26550.0,sitting,1.0,1,sitting,1
AReMActivities,0,177,26550,26850,26700.0,sitting,1.0,1,sitting,1
AReMActivities,0,178,26700,27000,26850.0,sitting,1.0,1,sitting,1
AReMActivities,0,179,26850,27150,27000.0,sitting,1.0,1,sitting,1
AReMActivities,0,180,27000,27300,27150.0,sitting,1.0,1,sitting,1
AReMActivities,0,181,27150,27450,27300.0,sitting,1.0,1,sitting,1
AReMActivities,0,182,27300,27600,27450.0,sitting,1.0,1,sitting,1
AReMActivities,0,183,27450,27750,27600.0,sitting,1.0,1,sitting,1
AReMActivities,0,184,27600,27900,27750.0,sitting,0.79,1,sitting,1
AReMActivities,0,185,27750,28050,27900.0,standing,0.71,1,sitting,0
AReMActivities,0,186,27900,28200,28050.0,standing,1.0,1,sitting,0
AReMActivities,0,187,28050,28350,28200.0,standing,1.0,1,sitting,0
AReMActivities,0,188,28200,28500,28350.0,standing,1.0,1,sitting,0
AReMActivities,0,189,28350,28650,28500.0,standing,1.0,1,sitting,0
AReMActivities,0,190,28500,28800,28650.0,standing,1.0,1,sitting,0
AReMActivities,0,191,28650,28950,28800.0,standing,1.0,1,sitting,0
AReMActivities,0,192,28800,29100,28950.0,standing,1.0,1,sitting,0
AReMActivities,0,193,28950,29250,29100.0,standing,1.0,1,sitting,0
AReMActivities,0,194,29100,29400,29250.0,standing,1.0,1,sitting,0
AReMActivities,0,195,29250,29550,29400.0,standing,1.0,1,sitting,0
AReMActivities,0,196,29266,29566,29416.0,standing,1.0,1,sitting,0
AReMActivities,1,0,0,300,150.0,bending1,1.0,0,sitting,0
AReMActivities,1,1,150,450,300.0,bending1,1.0,0,sitting,0
AReMActivities,1,2,300,600,450.0,bending1,1.0,0,sitting,0
AReMActivities,1,3,450,750,600.0,bending1,1.0,0,sitting,0
AReMActivities,1,4,600,900,750.0,bending1,1.0,0,sitting,0
AReMActivities,1,5,750,1050,900.0,bending1,1.0,0,sitting,0
AReMActivities,1,6,900,1200,1050.0,bending1,1.0,0,sitting,0
AReMActivities,1,7,1050,1350,1200.0,bending1,1.0,0,sitting,0
AReMActivities,1,8,1200,1500,1350.0,bending1,1.0,0,sitting,0
AReMActivities,1,9,1350,1650,1500.0,bending1,1.0,0,sitting,0
AReMActivities,1,10,1500,1800,1650.0,bending1,1.0,0,sitting,0
AReMActivities,1,11,1650,1950,1800.0,bending1,1.0,0,sitting,0
AReMActivities,1,12,1800,2100,1950.0,bending1,1.0,0,sitting,0
AReMActivities,1,13,1950,2250,2100.0,bending1,1.0,0,sitting,0
AReMActivities,1,14,2100,2400,2250.0,bending1,1.0,0,sitting,0
AReMActivities,1,15,2250,2550,2400.0,bending1,1.0,0,sitting,0
AReMActivities,1,16,2400,2700,2550.0,bending1,1.0,0,sitting,0
AReMActivities,1,17,2550,2850,2700.0,bending1,1.0,0,sitting,0
AReMActivities,1,18,2700,3000,2850.0,bending1,1.0,0,sitting,0
AReMActivities,1,19,2850,3150,3000.0,bending1,1.0,0,sitting,0
AReMActivities,1,20,3000,3300,3150.0,bending1,1.0,0,sitting,0
AReMActivities,1,21,3150,3450,3300.0,bending1,0.7,0,sitting,0
AReMActivities,1,22,3300,3600,3450.0,bending2,0.8,0,sitting,0
AReMActivities,1,23,3450,3750,3600.0,bending2,1.0,0,sitting,0
AReMActivities,1,24,3600,3900,3750.0,bending2,1.0,0,sitting,0
AReMActivities,1,25,3750,4050,3900.0,bending2,1.0,0,sitting,0
AReMActivities,1,26,3900,4200,4050.0,bending2,1.0,0,sitting,0
AReMActivities,1,27,4050,4350,4200.0,bending2,1.0,0,sitting,0
AReMActivities,1,28,4200,4500,4350.0,bending2,1.0,0,sitting,0
AReMActivities,1,29,4350,4650,4500.0,bending2,1.0,0,sitting,0
AReMActivities,1,30,4500,4800,4650.0,bending2,1.0,0,sitting,0
AReMActivities,1,31,4650,4950,4800.0,bending2,1.0,0,sitting,0
AReMActivities,1,32,4800,5100,4950.0,bending2,1.0,0,sitting,0
AReMActivities,1,33,4950,5250,5100.0,bending2,1.0,0,sitting,0
AReMActivities,1,34,5100,5400,5250.0,bending2,1.0,0,sitting,0
AReMActivities,1,35,5250,5550,5400.0,bending2,1.0,0,sitting,0
AReMActivities,1,36,5400,5700,5550.0,bending2,1.0,0,sitting,0
AReMActivities,1,37,5550,5850,5700.0,bending2,1.0,0,sitting,0
AReMActivities,1,38,5700,6000,5850.0,bending2,1.0,0,sitting,0
AReMActivities,1,39,5850,6150,6000.0,bending2,1.0,0,sitting,0
AReMActivities,1,40,6000,6300,6150.0,bending2,0.8,1,cycling,0
AReMActivities,1,41,6150,6450,6300.0,cycling,0.7,1,cycling,1
AReMActivities,1,42,6300,6600,6450.0,cycling,1.0,1,cycling,1
AReMActivities,1,43,6450,6750,6600.0,cycling,1.0,1,cycling,1
AReMActivities,1,44,6600,6900,6750.0,cycling,1.0,1,cycling,1
AReMActivities,1,45,6750,7050,6900.0,cycling,1.0,1,cycling,1
AReMActivities,1,46,6900,7200,7050.0,cycling,1.0,1,cycling,1
AReMActivities,1,47,7050,7350,7200.0,cycling,1.0,1,cycling,1
AReMActivities,1,48,7200,7500,7350.0,cycling,1.0,1,cycling,1
AReMActivities,1,49,7350,7650,7500.0,cycling,1.0,1,cycling,1
AReMActivities,1,50,7500,7800,7650.0,cycling,1.0,1,cycling,1
AReMActivities,1,51,7650,7950,7800.0,cycling,1.0,1,cycling,1
AReMActivities,1,52,7800,8100,7950.0,cycling,1.0,1,cycling,1
AReMActivities,1,53,7950,8250,8100.0,cycling,1.0,1,cycling,1
AReMActivities,1,54,8100,8400,8250.0,cycling,1.0,1,cycling,1
AReMActivities,1,55,8250,8550,8400.0,cycling,1.0,1,cycling,1
AReMActivities,1,56,8400,8700,8550.0,cycling,1.0,1,cycling,1
AReMActivities,1,57,8550,8850,8700.0,cycling,1.0,1,cycling,1
AReMActivities,1,58,8700,9000,8850.0,cycling,1.0,1,cycling,1
AReMActivities,1,59,8850,9150,9000.0,cycling,1.0,1,cycling,1
AReMActivities,1,60,9000,9300,9150.0,cycling,1.0,1,cycling,1
AReMActivities,1,61,9150,9450,9300.0,cycling,1.0,1,cycling,1
AReMActivities,1,62,9300,9600,9450.0,cycling,1.0,1,cycling,1
AReMActivities,1,63,9450,9750,9600.0,cycling,1.0,1,cycling,1
AReMActivities,1,64,9600,9900,9750.0,cycling,1.0,1,cycling,1
AReMActivities,1,65,9750,10050,9900.0,cycling,1.0,1,cycling,1
AReMActivities,1,66,9900,10200,10050.0,cycling,1.0,1,cycling,1
AReMActivities,1,67,10050,10350,10200.0,cycling,1.0,1,cycling,1
AReMActivities,1,68,10200,10500,10350.0,cycling,1.0,1,cycling,1
AReMActivities,1,69,10350,10650,10500.0,cycling,1.0,1,cycling,1
AReMActivities,1,70,10500,10800,10650.0,cycling,1.0,1,cycling,1
AReMActivities,1,71,10650,10950,10800.0,cycling,1.0,1,cycling,1
AReMActivities,1,72,10800,11100,10950.0,cycling,1.0,1,cycling,1
AReMActivities,1,73,10950,11250,11100.0,cycling,1.0,1,cycling,1
AReMActivities,1,74,11100,11400,11250.0,cycling,1.0,1,cycling,1
AReMActivities,1,75,11250,11550,11400.0,cycling,1.0,1,cycling,1
AReMActivities,1,76,11400,11700,11550.0,cycling,1.0,1,cycling,1
AReMActivities,1,77,11550,11850,11700.0,cycling,1.0,1,cycling,1
AReMActivities,1,78,11700,12000,11850.0,cycling,1.0,1,cycling,1
AReMActivities,1,79,11850,12150,12000.0,cycling,1.0,1,cycling,1
AReMActivities,1,80,12000,12300,12150.0,cycling,1.0,1,cycling,1
AReMActivities,1,81,12150,12450,12300.0,cycling,1.0,1,cycling,1
AReMActivities,1,82,12300,12600,12450.0,cycling,1.0,1,cycling,1
AReMActivities,1,83,12450,12750,12600.0,cycling,1.0,1,cycling,1
AReMActivities,1,84,12600,12900,12750.0,cycling,1.0,1,cycling,1
AReMActivities,1,85,12750,13050,12900.0,cycling,1.0,1,cycling,1
AReMActivities,1,86,12900,13200,13050.0,cycling,1.0,1,cycling,1
AReMActivities,1,87,13050,13350,13200.0,cycling,1.0,1,cycling,1
AReMActivities,1,88,13200,13500,13350.0,cycling,0.7933333333333333,1,cycling,1
AReMActivities,1,89,13350,13650,13500.0,lying,0.7066666666666667,0,sitting,0
AReMActivities,1,90,13500,13800,13650.0,lying,1.0,0,sitting,0
AReMActivities,1,91,13650,13950,13800.0,lying,1.0,0,sitting,0
AReMActivities,1,92,13800,14100,13950.0,lying,1.0,0,sitting,0
AReMActivities,1,93,13950,14250,14100.0,lying,1.0,0,sitting,0
AReMActivities,1,94,14100,14400,14250.0,lying,1.0,1,cycling,0
AReMActivities,1,95,14250,14550,14400.0,lying,1.0,0,sitting,0
AReMActivities,1,96,14400,14700,14550.0,lying,1.0,0,sitting,0
AReMActivities,1,97,14550,14850,14700.0,lying,1.0,0,sitting,0
AReMActivities,1,98,14700,15000,14850.0,lying,1.0,0,sitting,0
AReMActivities,1,99,14850,15150,15000.0,lying,1.0,0,sitting,0
AReMActivities,1,100,15000,15300,15150.0,lying,1.0,1,cycling,0
AReMActivities,1,101,15150,15450,15300.0,lying,1.0,0,sitting,0
AReMActivities,1,102,15300,15600,15450.0,lying,1.0,0,sitting,0
AReMActivities,1,103,15450,15750,15600.0,lying,1.0,0,sitting,0
AReMActivities,1,104,15600,15900,15750.0,lying,1.0,0,sitting,0
AReMActivities,1,105,15750,16050,15900.0,lying,1.0,0,sitting,0
AReMActivities,1,106,15900,16200,16050.0,lying,1.0,0,sitting,0
AReMActivities,1,107,16050,16350,16200.0,lying,1.0,0,sitting,0
AReMActivities,1,108,16200,16500,16350.0,lying,1.0,0,sitting,0
AReMActivities,1,109,16350,16650,16500.0,lying,1.0,0,sitting,0
AReMActivities,1,110,16500,16800,16650.0,lying,1.0,0,sitting,0
AReMActivities,1,111,16650,16950,16800.0,lying,1.0,0,sitting,0
AReMActivities,1,112,16800,17100,16950.0,lying,1.0,0,sitting,0
AReMActivities,1,113,16950,17250,17100.0,lying,1.0,0,sitting,0
AReMActivities,1,114,17100,17400,17250.0,lying,1.0,0,sitting,0
AReMActivities,1,115,17250,17550,17400.0,lying,1.0,0,sitting,0
AReMActivities,1,116,17400,17700,17550.0,lying,1.0,0,sitting,0
AReMActivities,1,117,17550,17850,17700.0,lying,1.0,0,sitting,0
AReMActivities,1,118,17700,18000,17850.0,lying,1.0,0,sitting,0
AReMActivities,1,119,17850,18150,18000.0,lying,1.0,0,sitting,0
AReMActivities,1,120,18000,18300,18150.0,lying,1.0,0,sitting,0
AReMActivities,1,121,18150,18450,18300.0,lying,1.0,0,sitting,0
AReMActivities,1,122,18300,18600,18450.0,lying,1.0,0,sitting,0
AReMActivities,1,123,18450,18750,18600.0,lying,1.0,0,sitting,0
AReMActivities,1,124,18600,18900,18750.0,lying,1.0,0,sitting,0
AReMActivities,1,125,18750,19050,18900.0,lying,1.0,0,sitting,0
AReMActivities,1,126,18900,19200,19050.0,lying,1.0,0,sitting,0
AReMActivities,1,127,19050,19350,19200.0,lying,1.0,0,sitting,0
AReMActivities,1,128,19200,19500,19350.0,lying,1.0,0,sitting,0
AReMActivities,1,129,19350,19650,19500.0,lying,1.0,0,sitting,0
AReMActivities,1,130,19500,19800,19650.0,lying,1.0,0,sitting,0
AReMActivities,1,131,19650,19950,19800.0,lying,1.0,0,sitting,0
AReMActivities,1,132,19800,20100,19950.0,lying,1.0,0,sitting,0
AReMActivities,1,133,19950,20250,20100.0,lying,1.0,0,sitting,0
AReMActivities,1,134,20100,20400,20250.0,lying,1.0,0,sitting,0
AReMActivities,1,135,20250,20550,20400.0,lying,1.0,0,sitting,0
AReMActivities,1,136,20400,20700,20550.0,lying,0.7933333333333333,0,sitting,0
AReMActivities,1,137,20550,20850,20700.0,sitting,0.7066666666666667,0,sitting,1
AReMActivities,1,138,20700,21000,20850.0,sitting,1.0,0,sitting,1
AReMActivities,1,139,20850,21150,21000.0,sitting,1.0,0,sitting,1
AReMActivities,1,140,21000,21300,21150.0,sitting,1.0,0,sitting,1
AReMActivities,1,141,21150,21450,21300.0,sitting,1.0,0,sitting,1
AReMActivities,1,142,21300,21600,21450.0,sitting,1.0,0,sitting,1
AReMActivities,1,143,21450,21750,21600.0,sitting,1.0,0,sitting,1
AReMActivities,1,144,21600,21900,21750.0,sitting,1.0,0,sitting,1
AReMActivities,1,145,21750,22050,21900.0,sitting,1.0,0,sitting,1
AReMActivities,1,146,21900,22200,22050.0,sitting,1.0,0,sitting,1
AReMActivities,1,147,22050,22350,22200.0,sitting,1.0,0,sitting,1
AReMActivities,1,148,22200,22500,22350.0,sitting,1.0,0,sitting,1
AReMActivities,1,149,22350,22650,22500.0,sitting,1.0,0,sitting,1
AReMActivities,1,150,22500,22800,22650.0,sitting,1.0,0,sitting,1
AReMActivities,1,151,22650,22950,22800.0,sitting,1.0,0,sitting,1
AReMActivities,1,152,22800,23100,22950.0,sitting,1.0,0,sitting,1
AReMActivities,1,153,22950,23250,23100.0,sitting,1.0,0,sitting,1
AReMActivities,1,154,23100,23400,23250.0,sitting,1.0,0,sitting,1
AReMActivities,1,155,23250,23550,23400.0,sitting,1.0,0,sitting,1
AReMActivities,1,156,23400,23700,23550.0,sitting,1.0,0,sitting,1
AReMActivities,1,157,23550,23850,23700.0,sitting,1.0,0,sitting,1
AReMActivities,1,158,23700,24000,23850.0,sitting,1.0,0,sitting,1
AReMActivities,1,159,23850,24150,24000.0,sitting,1.0,0,sitting,1
AReMActivities,1,160,24000,24300,24150.0,sitting,1.0,0,sitting,1
AReMActivities,1,161,24150,24450,24300.0,sitting,1.0,0,sitting,1
AReMActivities,1,162,24300,24600,24450.0,sitting,1.0,0,sitting,1
AReMActivities,1,163,24450,24750,24600.0,sitting,1.0,0,sitting,1
AReMActivities,1,164,24600,24900,24750.0,sitting,1.0,0,sitting,1
AReMActivities,1,165,24750,25050,24900.0,sitting,1.0,0,sitting,1
AReMActivities,1,166,24900,25200,25050.0,sitting,1.0,0,sitting,1
AReMActivities,1,167,25050,25350,25200.0,sitting,1.0,0,sitting,1
AReMActivities,1,168,25200,25500,25350.0,sitting,1.0,0,sitting,1
AReMActivities,1,169,25350,25650,25500.0,sitting,1.0,0,sitting,1
AReMActivities,1,170,25500,25800,25650.0,sitting,1.0,0,sitting,1
