dataset,seed,window_id,start,end,center,true_label,label_purity,inferred_state,aligned_state_label,match
UCIHARWindowSignals,0,25,3750,4050,3900.0,STANDING,0.25666666666666665,0,LAYING,0
UCIHARWindowSignals,0,26,3900,4200,4050.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,0,27,4050,4350,4200.0,LAYING,0.3,0,LAYING,1
UCIHARWindowSignals,0,28,4200,4500,4350.0,LAYING,0.27666666666666667,0,LAYING,1
UCIHARWindowSignals,0,29,4350,4650,4500.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,0,30,4500,4800,4650.0,LAYING,0.22666666666666666,0,LAYING,1
UCIHARWindowSignals,0,31,4650,4950,4800.0,SITTING,0.22666666666666666,0,LAYING,0
UCIHARWindowSignals,0,32,4800,5100,4950.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,0,33,4950,5250,5100.0,LAYING,0.22333333333333333,0,LAYING,1
UCIHARWindowSignals,0,34,5100,5400,5250.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,0,35,5250,5550,5400.0,STANDING,0.25,0,LAYING,0
UCIHARWindowSignals,0,36,5400,5700,5550.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,0,37,5550,5850,5700.0,LAYING,0.25333333333333335,0,LAYING,1
UCIHARWindowSignals,0,38,5700,6000,5850.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,0,39,5850,6150,6000.0,STANDING,0.26666666666666666,0,LAYING,0
UCIHARWindowSignals,0,40,6000,6300,6150.0,STANDING,0.29,0,LAYING,0
UCIHARWindowSignals,0,41,6150,6450,6300.0,LAYING,0.19333333333333333,0,LAYING,1
UCIHARWindowSignals,0,42,6300,6600,6450.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,0,43,6450,6750,6600.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,0,44,6600,6900,6750.0,LAYING,0.23,0,LAYING,1
UCIHARWindowSignals,0,45,6750,7050,6900.0,SITTING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,0,46,6900,7200,7050.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,0,47,6909,7209,7059.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,1,0,0,300,150.0,WALKING,0.31666666666666665,0,LAYING,0
UCIHARWindowSignals,1,1,150,450,300.0,WALKING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,1,2,300,600,450.0,STANDING,0.20333333333333334,0,LAYING,0
UCIHARWindowSignals,1,3,450,750,600.0,WALKING_UPSTAIRS,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,1,4,600,900,750.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,1,5,750,1050,900.0,STANDING,0.19333333333333333,0,LAYING,0
UCIHARWindowSignals,1,6,900,1200,1050.0,STANDING,0.19,0,LAYING,0
UCIHARWindowSignals,1,7,1050,1350,1200.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,1,8,1200,1500,1350.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,1,9,1350,1650,1500.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,1,10,1500,1800,1650.0,SITTING,0.18333333333333332,0,LAYING,0
UCIHARWindowSignals,1,11,1650,1950,1800.0,SITTING,0.22,0,LAYING,0
UCIHARWindowSignals,1,12,1800,2100,1950.0,LAYING,0.19666666666666666,0,LAYING,1
UCIHARWindowSignals,1,13,1950,2250,2100.0,WALKING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,1,14,2100,2400,2250.0,WALKING,0.2,0,LAYING,0
UCIHARWindowSignals,1,15,2250,2550,2400.0,WALKING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,1,16,2400,2700,2550.0,LAYING,0.2,0,LAYING,1
UCIHARWindowSignals,1,17,2550,2850,2700.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,1,18,2700,3000,2850.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,1,19,2850,3150,3000.0,STANDING,0.26,0,LAYING,0
UCIHARWindowSignals,1,20,3000,3300,3150.0,STANDING,0.2833333333333333,0,LAYING,0
UCIHARWindowSignals,1,21,3150,3450,3300.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,1,22,3300,3600,3450.0,LAYING,0.23666666666666666,0,LAYING,1
UCIHARWindowSignals,1,23,3450,3750,3600.0,LAYING,0.25666666666666665,0,LAYING,1
UCIHARWindowSignals,1,24,3600,3900,3750.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,1,25,3750,4050,3900.0,STANDING,0.25666666666666665,0,LAYING,0
UCIHARWindowSignals,1,26,3900,4200,4050.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,1,27,4050,4350,4200.0,LAYING,0.3,0,LAYING,1
UCIHARWindowSignals,1,28,4200,4500,4350.0,LAYING,0.27666666666666667,0,LAYING,1
UCIHARWindowSignals,1,29,4350,4650,4500.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,1,30,4500,4800,4650.0,LAYING,0.22666666666666666,0,LAYING,1
UCIHARWindowSignals,1,31,4650,4950,4800.0,SITTING,0.22666666666666666,0,LAYING,0
UCIHARWindowSignals,1,32,4800,5100,4950.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,1,33,4950,5250,5100.0,LAYING,0.22333333333333333,0,LAYING,1
UCIHARWindowSignals,1,34,5100,5400,5250.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,1,35,5250,5550,5400.0,STANDING,0.25,0,LAYING,0
UCIHARWindowSignals,1,36,5400,5700,5550.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,1,37,5550,5850,5700.0,LAYING,0.25333333333333335,0,LAYING,1
UCIHARWindowSignals,1,38,5700,6000,5850.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,1,39,5850,6150,6000.0,STANDING,0.26666666666666666,0,LAYING,0
UCIHARWindowSignals,1,40,6000,6300,6150.0,STANDING,0.29,0,LAYING,0
UCIHARWindowSignals,1,41,6150,6450,6300.0,LAYING,0.19333333333333333,0,LAYING,1
UCIHARWindowSignals,1,42,6300,6600,6450.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,1,43,6450,6750,6600.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,1,44,6600,6900,6750.0,LAYING,0.23,0,LAYING,1
UCIHARWindowSignals,1,45,6750,7050,6900.0,SITTING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,1,46,6900,7200,7050.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,1,47,6909,7209,7059.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,2,0,0,300,150.0,WALKING,0.31666666666666665,0,LAYING,0
UCIHARWindowSignals,2,1,150,450,300.0,WALKING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,2,2,300,600,450.0,STANDING,0.20333333333333334,0,LAYING,0
UCIHARWindowSignals,2,3,450,750,600.0,WALKING_UPSTAIRS,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,2,4,600,900,750.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,2,5,750,1050,900.0,STANDING,0.19333333333333333,0,LAYING,0
UCIHARWindowSignals,2,6,900,1200,1050.0,STANDING,0.19,0,LAYING,0
UCIHARWindowSignals,2,7,1050,1350,1200.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,2,8,1200,1500,1350.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,2,9,1350,1650,1500.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,2,10,1500,1800,1650.0,SITTING,0.18333333333333332,0,LAYING,0
UCIHARWindowSignals,2,11,1650,1950,1800.0,SITTING,0.22,0,LAYING,0
UCIHARWindowSignals,2,12,1800,2100,1950.0,LAYING,0.19666666666666666,0,LAYING,1
UCIHARWindowSignals,2,13,1950,2250,2100.0,WALKING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,2,14,2100,2400,2250.0,WALKING,0.2,0,LAYING,0
UCIHARWindowSignals,2,15,2250,2550,2400.0,WALKING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,2,16,2400,2700,2550.0,LAYING,0.2,0,LAYING,1
UCIHARWindowSignals,2,17,2550,2850,2700.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,2,18,2700,3000,2850.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,2,19,2850,3150,3000.0,STANDING,0.26,0,LAYING,0
UCIHARWindowSignals,2,20,3000,3300,3150.0,STANDING,0.2833333333333333,0,LAYING,0
UCIHARWindowSignals,2,21,3150,3450,3300.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,2,22,3300,3600,3450.0,LAYING,0.23666666666666666,0,LAYING,1
UCIHARWindowSignals,2,23,3450,3750,3600.0,LAYING,0.25666666666666665,0,LAYING,1
UCIHARWindowSignals,2,24,3600,3900,3750.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,2,25,3750,4050,3900.0,STANDING,0.25666666666666665,0,LAYING,0
UCIHARWindowSignals,2,26,3900,4200,4050.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,2,27,4050,4350,4200.0,LAYING,0.3,0,LAYING,1
UCIHARWindowSignals,2,28,4200,4500,4350.0,LAYING,0.27666666666666667,0,LAYING,1
UCIHARWindowSignals,2,29,4350,4650,4500.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,2,30,4500,4800,4650.0,LAYING,0.22666666666666666,0,LAYING,1
UCIHARWindowSignals,2,31,4650,4950,4800.0,SITTING,0.22666666666666666,0,LAYING,0
UCIHARWindowSignals,2,32,4800,5100,4950.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,2,33,4950,5250,5100.0,LAYING,0.22333333333333333,0,LAYING,1
UCIHARWindowSignals,2,34,5100,5400,5250.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,2,35,5250,5550,5400.0,STANDING,0.25,0,LAYING,0
UCIHARWindowSignals,2,36,5400,5700,5550.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,2,37,5550,5850,5700.0,LAYING,0.25333333333333335,0,LAYING,1
UCIHARWindowSignals,2,38,5700,6000,5850.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,2,39,5850,6150,6000.0,STANDING,0.26666666666666666,0,LAYING,0
UCIHARWindowSignals,2,40,6000,6300,6150.0,STANDING,0.29,0,LAYING,0
UCIHARWindowSignals,2,41,6150,6450,6300.0,LAYING,0.19333333333333333,0,LAYING,1
UCIHARWindowSignals,2,42,6300,6600,6450.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,2,43,6450,6750,6600.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,2,44,6600,6900,6750.0,LAYING,0.23,0,LAYING,1
UCIHARWindowSignals,2,45,6750,7050,6900.0,SITTING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,2,46,6900,7200,7050.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,2,47,6909,7209,7059.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,3,0,0,300,150.0,WALKING,0.31666666666666665,0,LAYING,0
UCIHARWindowSignals,3,1,150,450,300.0,WALKING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,3,2,300,600,450.0,STANDING,0.20333333333333334,0,LAYING,0
UCIHARWindowSignals,3,3,450,750,600.0,WALKING_UPSTAIRS,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,3,4,600,900,750.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,3,5,750,1050,900.0,STANDING,0.19333333333333333,0,LAYING,0
UCIHARWindowSignals,3,6,900,1200,1050.0,STANDING,0.19,0,LAYING,0
UCIHARWindowSignals,3,7,1050,1350,1200.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,3,8,1200,1500,1350.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,3,9,1350,1650,1500.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,3,10,1500,1800,1650.0,SITTING,0.18333333333333332,0,LAYING,0
UCIHARWindowSignals,3,11,1650,1950,1800.0,SITTING,0.22,0,LAYING,0
UCIHARWindowSignals,3,12,1800,2100,1950.0,LAYING,0.19666666666666666,0,LAYING,1
UCIHARWindowSignals,3,13,1950,2250,2100.0,WALKING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,3,14,2100,2400,2250.0,WALKING,0.2,0,LAYING,0
UCIHARWindowSignals,3,15,2250,2550,2400.0,WALKING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,3,16,2400,2700,2550.0,LAYING,0.2,0,LAYING,1
UCIHARWindowSignals,3,17,2550,2850,2700.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,3,18,2700,3000,2850.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,3,19,2850,3150,3000.0,STANDING,0.26,0,LAYING,0
UCIHARWindowSignals,3,20,3000,3300,3150.0,STANDING,0.2833333333333333,0,LAYING,0
UCIHARWindowSignals,3,21,3150,3450,3300.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,3,22,3300,3600,3450.0,LAYING,0.23666666666666666,0,LAYING,1
UCIHARWindowSignals,3,23,3450,3750,3600.0,LAYING,0.25666666666666665,0,LAYING,1
UCIHARWindowSignals,3,24,3600,3900,3750.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,3,25,3750,4050,3900.0,STANDING,0.25666666666666665,0,LAYING,0
UCIHARWindowSignals,3,26,3900,4200,4050.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,3,27,4050,4350,4200.0,LAYING,0.3,0,LAYING,1
UCIHARWindowSignals,3,28,4200,4500,4350.0,LAYING,0.27666666666666667,0,LAYING,1
UCIHARWindowSignals,3,29,4350,4650,4500.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,3,30,4500,4800,4650.0,LAYING,0.22666666666666666,0,LAYING,1
UCIHARWindowSignals,3,31,4650,4950,4800.0,SITTING,0.22666666666666666,0,LAYING,0
UCIHARWindowSignals,3,32,4800,5100,4950.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,3,33,4950,5250,5100.0,LAYING,0.22333333333333333,0,LAYING,1
UCIHARWindowSignals,3,34,5100,5400,5250.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,3,35,5250,5550,5400.0,STANDING,0.25,0,LAYING,0
UCIHARWindowSignals,3,36,5400,5700,5550.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,3,37,5550,5850,5700.0,LAYING,0.25333333333333335,0,LAYING,1
UCIHARWindowSignals,3,38,5700,6000,5850.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,3,39,5850,6150,6000.0,STANDING,0.26666666666666666,0,LAYING,0
UCIHARWindowSignals,3,40,6000,6300,6150.0,STANDING,0.29,0,LAYING,0
UCIHARWindowSignals,3,41,6150,6450,6300.0,LAYING,0.19333333333333333,0,LAYING,1
UCIHARWindowSignals,3,42,6300,6600,6450.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,3,43,6450,6750,6600.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,3,44,6600,6900,6750.0,LAYING,0.23,0,LAYING,1
UCIHARWindowSignals,3,45,6750,7050,6900.0,SITTING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,3,46,6900,7200,7050.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,3,47,6909,7209,7059.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,4,0,0,300,150.0,WALKING,0.31666666666666665,0,LAYING,0
UCIHARWindowSignals,4,1,150,450,300.0,WALKING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,4,2,300,600,450.0,STANDING,0.20333333333333334,0,LAYING,0
UCIHARWindowSignals,4,3,450,750,600.0,WALKING_UPSTAIRS,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,4,4,600,900,750.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,4,5,750,1050,900.0,STANDING,0.19333333333333333,0,LAYING,0
UCIHARWindowSignals,4,6,900,1200,1050.0,STANDING,0.19,0,LAYING,0
UCIHARWindowSignals,4,7,1050,1350,1200.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,4,8,1200,1500,1350.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,4,9,1350,1650,1500.0,WALKING,0.19,0,LAYING,0
UCIHARWindowSignals,4,10,1500,1800,1650.0,SITTING,0.18333333333333332,0,LAYING,0
UCIHARWindowSignals,4,11,1650,1950,1800.0,SITTING,0.22,0,LAYING,0
UCIHARWindowSignals,4,12,1800,2100,1950.0,LAYING,0.19666666666666666,0,LAYING,1
UCIHARWindowSignals,4,13,1950,2250,2100.0,WALKING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,4,14,2100,2400,2250.0,WALKING,0.2,0,LAYING,0
UCIHARWindowSignals,4,15,2250,2550,2400.0,WALKING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,4,16,2400,2700,2550.0,LAYING,0.2,0,LAYING,1
UCIHARWindowSignals,4,17,2550,2850,2700.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,4,18,2700,3000,2850.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,4,19,2850,3150,3000.0,STANDING,0.26,0,LAYING,0
UCIHARWindowSignals,4,20,3000,3300,3150.0,STANDING,0.2833333333333333,0,LAYING,0
UCIHARWindowSignals,4,21,3150,3450,3300.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,4,22,3300,3600,3450.0,LAYING,0.23666666666666666,0,LAYING,1
UCIHARWindowSignals,4,23,3450,3750,3600.0,LAYING,0.25666666666666665,0,LAYING,1
UCIHARWindowSignals,4,24,3600,3900,3750.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,4,25,3750,4050,3900.0,STANDING,0.25666666666666665,0,LAYING,0
UCIHARWindowSignals,4,26,3900,4200,4050.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,4,27,4050,4350,4200.0,LAYING,0.3,0,LAYING,1
UCIHARWindowSignals,4,28,4200,4500,4350.0,LAYING,0.27666666666666667,0,LAYING,1
UCIHARWindowSignals,4,29,4350,4650,4500.0,LAYING,0.24,0,LAYING,1
UCIHARWindowSignals,4,30,4500,4800,4650.0,LAYING,0.22666666666666666,0,LAYING,1
UCIHARWindowSignals,4,31,4650,4950,4800.0,SITTING,0.22666666666666666,0,LAYING,0
UCIHARWindowSignals,4,32,4800,5100,4950.0,STANDING,0.23,0,LAYING,0
UCIHARWindowSignals,4,33,4950,5250,5100.0,LAYING,0.22333333333333333,0,LAYING,1
UCIHARWindowSignals,4,34,5100,5400,5250.0,LAYING,0.24333333333333335,0,LAYING,1
UCIHARWindowSignals,4,35,5250,5550,5400.0,STANDING,0.25,0,LAYING,0
UCIHARWindowSignals,4,36,5400,5700,5550.0,STANDING,0.22,0,LAYING,0
UCIHARWindowSignals,4,37,5550,5850,5700.0,LAYING,0.25333333333333335,0,LAYING,1
UCIHARWindowSignals,4,38,5700,6000,5850.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,4,39,5850,6150,6000.0,STANDING,0.26666666666666666,0,LAYING,0
UCIHARWindowSignals,4,40,6000,6300,6150.0,STANDING,0.29,0,LAYING,0
UCIHARWindowSignals,4,41,6150,6450,6300.0,LAYING,0.19333333333333333,0,LAYING,1
UCIHARWindowSignals,4,42,6300,6600,6450.0,LAYING,0.26666666666666666,0,LAYING,1
UCIHARWindowSignals,4,43,6450,6750,6600.0,LAYING,0.26,0,LAYING,1
UCIHARWindowSignals,4,44,6600,6900,6750.0,LAYING,0.23,0,LAYING,1
UCIHARWindowSignals,4,45,6750,7050,6900.0,SITTING,0.21333333333333335,0,LAYING,0
UCIHARWindowSignals,4,46,6900,7200,7050.0,STANDING,0.19666666666666666,0,LAYING,0
UCIHARWindowSignals,4,47,6909,7209,7059.0,STANDING,0.19666666666666666,0,LAYING,0
